Service_Type_ID,Category_Code,Parent_Category_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Managed_Service_Load,Tier_Structure,Default_AHT_Minutes,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence,AHT_Data_Tier,AHT_Source,Complexity_Tier,Service_Unit_Name,Service_Unit_Definition,Typical_Volume_Low,Typical_Volume_High,Confidence_Score
ST-CO-008-01-05,CAT-CO-008,CAT-CO-008,Tier 1 Technical Support Services,"Provide Tier 1 technical troubleshooting for common product or IT issues using scripts and knowledge articles, escalating when required. The primary frontline role is a Tier 1 Technical Support Agent. SLAs commonly include first-contact resolution, time-to-respond, escalation rate, and CSAT.",Async,T&M,Hour,Technical_Support_Agent,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-AI-001-01-01,CAT-AI-001,CAT-AI-001,AI Red Teaming & Security Testing,"Test AI systems for safety, security, and misuse risks (e.g., prompt injection, jailbreaks, data leakage) using structured attack plans and reporting. The primary frontline role is an AI Security Analyst. SLAs commonly focus on test coverage, reporting turnaround time, and reproducibility/quality of findings.",Async,T&M,Hour,ML_Engineer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-AI-001-01-02,CAT-AI-001,CAT-AI-001,Algorithmic Bias & Explainability Services,"Assess models for fairness, bias, and explainability requirements, producing audit artifacts and recommended mitigations. The primary frontline role is an AI Governance Analyst. SLAs typically track audit completion cycle time, evidence quality, and remediation tracking/closure rates.",Async,T&M,Hour,AI_Governance_Program,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-AI-002-01-01,CAT-AI-002,CAT-AI-002,3D / LiDAR Annotation Services,"Label 3D point clouds or spatial datasets (e.g., LiDAR) for autonomous systems and robotics training. The primary frontline role is a 3D/LiDAR Data Annotator. SLAs emphasize spatial labeling accuracy, object tracking consistency, and rework rates under defined QA thresholds.",Async,T&M,Hour,Data_Annotator_Image,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-AI-002-01-02,CAT-AI-002,CAT-AI-002,Audio Annotation Services,"Transcribe and tag audio files for speech and audio models, including speaker labels, timestamps, and content classifications. The primary frontline role is an Audio Data Annotator. SLAs focus on transcription/label accuracy, timestamp alignment, and turnaround time per batch with QA sampling.",Async,T&M,Hour,Data_Annotator_Image,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-AI-002-01-03,CAT-AI-002,CAT-AI-002,Computer Vision Annotation Services,"Label visual datasets (images/video frames) using bounding boxes, polygons, or classification tags to create training data for computer vision models. The primary frontline role is a Computer Vision Data Annotator. SLAs commonly track labeling accuracy, inter-annotator agreement/QA pass rate, and units completed per hour or per day.",Async,T&M,Hour,Data_Annotator_Image,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-AI-002-01-04,CAT-AI-002,CAT-AI-002,Text Annotation Services,"Annotate and categorize text data for NLP tasks such as intent, entities, toxicity, or sentiment to support model training and evaluation. The primary frontline role is a Linguistic Data Annotator. SLAs typically include annotation accuracy, consistency vs. guidelines, and throughput (items or words per hour) with sampled QA.",Async,T&M,Hour,Data_Annotator_Image,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-AI-003-01-01,CAT-AI-003,CAT-AI-003,MLOps Engineering Services,"Build and operate pipelines for model deployment, CI/CD, and environment management so models can be delivered reliably into production. The primary frontline role is an MLOps Engineer. SLAs typically include deployment success rate, pipeline reliability, and incident response/restore times for model services.",Async,T&M,Hour,MLOps_Engineer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-AI-003-01-02,CAT-AI-003,CAT-AI-003,Model Monitoring Services,"Monitor models in production for drift, performance degradation, and data quality issues, and coordinate remediation actions. The primary frontline role is a Model Monitoring Analyst or MLOps Engineer. SLAs usually track alert timeliness, detection accuracy, and time-to-triage/time-to-mitigate for monitoring events.",Async,T&M,Hour,MLOps_Engineer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-AI-004-01-01,CAT-AI-004,CAT-AI-004,AI Model Fine-Tuning & Alignment Services,"Provide human feedback and preference judgments to improve model behavior (e.g., ranking outputs, writing ideal responses, or validating completions). The primary frontline role is an AI Alignment Rater or domain-specific reviewer. SLAs typically focus on guideline adherence, decision consistency (inter-rater agreement), and turnaround time per batch.",Async,T&M,Hour,ML_Engineer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-AI-004-01-02,CAT-AI-004,CAT-AI-004,Synthetic Data Generation Services,"Generate or curate artificial datasets (often from rules, simulations, or controlled generation) to expand training coverage while reducing dependence on sensitive real data. The primary frontline role is a Synthetic Data Specialist. SLAs commonly track dataset validity vs. spec, coverage of required scenarios, and defect/rejection rates during QA.",Async,T&M,Hour,Synthetic_Data_Generation,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-001-01-01,CAT-ENG-001,CAT-ENG-001,CI/CD Pipeline Engineering & Operations,"Design, implement, and operate CI/CD pipelines, build systems, and deployment automation with monitoring and rollback procedures. Primary frontline role is a DevOps Engineer. Output unit is a pipeline/release deployed; SLAs include deployment frequency, change failure rate, and recovery time objectives.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-001-01-02,CAT-ENG-001,CAT-ENG-001,Cloud Infrastructure Build & Migration Services,"Build cloud infrastructure (networking, compute, storage) and execute migrations with IaC, security controls, and cutover planning. Primary frontline role is a Cloud Engineer. Output unit is an environment deployed or workload migrated; SLAs include cutover success, provisioning time, and post-migration stability.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-001-01-03,CAT-ENG-001,CAT-ENG-001,Cloud Infrastructure Engineering,"Design, build, and manage cloud infrastructure (AWS, Azure, GCP) including IaC, networking, security, and cost optimization. The primary frontline role is a Cloud Engineer. Typical unit of output is an infrastructure deployment or architecture deliverable. SLAs focus on infrastructure uptime, deployment success rate, and cost-to-budget variance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-001-01-04,CAT-ENG-001,CAT-ENG-001,DevOps & CI/CD Pipeline Services,"Build and maintain CI/CD pipelines, container orchestration, deployment automation, and developer tooling to accelerate software delivery. The primary frontline role is a DevOps Engineer. Typical unit of output is a pipeline configuration or deployment. SLAs focus on deployment frequency, lead time for changes, and change failure rate.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-001-01-05,CAT-ENG-001,CAT-ENG-001,Platform API & Integration Development Services,"Develop platform APIs and integrations between systems, including authentication, data mapping, and integration testing with documented interfaces. Primary frontline role is an Integration Engineer. Output unit is an integration endpoint delivered; SLAs include throughput/latency targets and defect/rollback rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-001-01-06,CAT-ENG-001,CAT-ENG-001,Site Reliability Engineering (SRE) Services,"Operate and improve production system reliability through monitoring, incident response, capacity planning, and reliability engineering practices. The primary frontline role is a Site Reliability Engineer. Typical unit of output is an SRE engagement or incident response. SLAs focus on system availability, MTTR, and error budget adherence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-002-01-01,CAT-ENG-002,CAT-ENG-002,Embedded Software & Firmware Development,"Develop firmware and embedded software for IoT devices, industrial controllers, consumer electronics, and automotive systems. The primary frontline role is an Embedded Software Engineer. Typical unit of output is a firmware release or embedded module. SLAs focus on release schedule adherence, defect density, and certification pass rate.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-002-01-02,CAT-ENG-002,CAT-ENG-002,Embedded Software Development Services,"Develop and test firmware/embedded software components for devices, including drivers, RTOS integration, and hardware bring-up support. Primary frontline role is an Embedded Engineer. Output unit is a firmware feature or build delivered; SLAs include defect rates, performance benchmarks, and release milestone adherence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-002-01-03,CAT-ENG-002,CAT-ENG-002,Embedded Systems Engineering,"Develop firmware and embedded software necessary to bridge hardware components with user-facing applications. The primary frontline role is an Embedded Systems Engineer. SLAs typically include release milestone adherence, performance benchmarking, and defect resolution turnaround.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-002-01-04,CAT-ENG-002,CAT-ENG-002,Hardware Design Verification & Validation Services,"Execute hardware test plans, lab testing, and verification/validation activities with documented results and issue triage. Primary frontline role is a Hardware Test Engineer. Output unit is a test report or validation milestone; SLAs include test completion, issue turnaround, and compliance to test protocols.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-002-01-05,CAT-ENG-002,CAT-ENG-002,Hardware Testing & Certification Support,"Execute structural, thermal, and electronic testing on physical prototypes, compiling documentation for regulatory and safety certifications. The primary frontline role is a Hardware Test Engineer. SLAs commonly track testing cycle time, documentation accuracy, and certification pass rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-002-01-06,CAT-ENG-002,CAT-ENG-002,PCB & Hardware Design Services,"Design printed circuit boards, perform schematic capture, layout, signal integrity analysis, and prepare designs for manufacturing. The primary frontline role is a Hardware/PCB Design Engineer. Typical unit of output is a design package or PCB revision. SLAs focus on design cycle time, first-pass yield, and DFM compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-002-01-07,CAT-ENG-002,CAT-ENG-002,Simulation & CAE Services,"Perform computer-aided engineering analysis including FEA, CFD, thermal analysis, and multi-physics simulation for product validation. The primary frontline role is a Simulation / CAE Engineer. Typical unit of output is a simulation analysis and report. SLAs focus on analysis turnaround, model accuracy, and design iteration support.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-003-01-01,CAT-ENG-003,CAT-ENG-003,Product Management & Roadmap Support,"Support product managers with backlog grooming, requirements documentation, competitive analysis, and roadmap maintenance. The primary frontline role is a Product Analyst / Associate PM. Typical unit of output is a requirements document or backlog item. SLAs focus on documentation turnaround, backlog currency, and stakeholder feedback incorporation.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-003-01-02,CAT-ENG-003,CAT-ENG-003,Product Prototyping & Wireframing,"Develop low- and high-fidelity product wireframes and interactive mockups to support agile software development sprints. The primary frontline role is a Prototyping Engineer or UX Specialist. SLAs typically include turnaround time for iterations, functional coverage of specified features, and stakeholder acceptance rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-003-01-03,CAT-ENG-003,CAT-ENG-003,UI/UX Design Production Services,"Produce design artifacts such as wireframes, prototypes, and UI specifications aligned to design systems and product requirements. Primary frontline role is a UX Designer. Output unit is a design deliverable (screen/prototype) approved; SLAs include iteration turnaround time and adherence to design standards.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-ENG-003-01-04,CAT-ENG-003,CAT-ENG-003,UI/UX Design Services,"Create user interface designs, wireframes, prototypes, and design systems for digital products across web and mobile platforms. The primary frontline role is a UI/UX Designer. Typical unit of output is a design deliverable (wireframe, prototype, design spec). SLAs focus on design iteration turnaround, handoff completeness, and design system compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
