Alias_ID,User_Term,Service_Type_ID,Service_Type_Name,Confidence
ALI-01387,vendor inquiry helpdesk,ST-FA-001-01-06,Vendor Inquiry Helpdesk,HIGH
ALI-01388,vendor managed inventory,ST-SC-007-02-01,Vendor Managed Inventory Services,MEDIUM
ALI-01389,vendor managed inventory services,ST-SC-007-02-01,Vendor Managed Inventory Services,HIGH
ALI-01390,vendor master data,ST-FA-001-01-03,Vendor Master Data Management,MEDIUM
ALI-01391,vendor master data management,ST-FA-001-01-03,Vendor Master Data Management,HIGH
ALI-01392,vendor qualification,ST-CL-007-03-01,Vendor Qualification Services,MEDIUM
ALI-01393,vendor qualification services,ST-CL-007-03-01,Vendor Qualification Services,HIGH
ALI-01394,video collection,ST-AI-001-02-03,Video Collection,HIGH
ALI-01395,video encoding,ST-ME-003-02-02,Video Encoding,HIGH
ALI-01396,video event annotation,ST-AI-001-02-02,Video Event Annotation,HIGH
ALI-01397,video moderation,ST-COP-002-01-03,Video Moderation,HIGH
ALI-01398,video object tracking,ST-AI-001-02-01,Video Object Tracking,HIGH
ALI-01399,video surveillance,ST-FR-004-01-03,Video Surveillance,HIGH
ALI-01400,vip security and travel security,ST-FR-006-04-01,Executive Protection Services,LOW
ALI-01401,vip/executive support,ST-IT-003-01-05,VIP/Executive Support,HIGH
ALI-01402,virtual production support,ST-ME-001-02-01,Virtual Production Support,HIGH
ALI-01403,virtualization,ST-IT-002-02-02,Virtualization Management,MEDIUM
ALI-01404,virtualization management,ST-IT-002-02-02,Virtualization Management,HIGH
ALI-01405,visibility platform,ST-SC-012-03-01,Visibility Platform Services,MEDIUM
ALI-01406,visibility platform services,ST-SC-012-03-01,Visibility Platform Services,HIGH
ALI-01407,vmi,ST-SC-006-01-01,VMI Services,MEDIUM
ALI-01408,vmi services,ST-SC-006-01-01,VMI Services,HIGH
ALI-01409,voice,ST-IT-008-01-01,Voice Services,MEDIUM
ALI-01410,voice services,ST-IT-008-01-01,Voice Services,HIGH
ALI-01411,voice-over localization,ST-COP-003-04-02,Voice-Over Localization,HIGH
ALI-01412,voice-over recording,ST-ME-005-02-02,Voice-Over Recording,HIGH
ALI-01413,voluntary benefits,ST-HR-004-02-01,Voluntary Benefits Administration,MEDIUM
ALI-01414,voluntary benefits administration,ST-HR-004-02-01,Voluntary Benefits Administration,HIGH
ALI-01415,vpp operations,ST-EN-008-01-04,VPP Operations,HIGH
ALI-01416,vulnerability,ST-IT-005-01-03,Vulnerability Management,MEDIUM
ALI-01417,vulnerability management,ST-IT-005-01-03,Vulnerability Management,HIGH
ALI-01418,w-2/year-end,ST-HR-009-02-05,W-2/Year-End Processing,MEDIUM
ALI-01419,w-2/year-end processing,ST-HR-009-02-05,W-2/Year-End Processing,HIGH
ALI-01420,warranty,ST-SC-008-01-04,Warranty Management,MEDIUM
ALI-01421,warranty management,ST-SC-008-01-04,Warranty Management,HIGH
ALI-01422,waste,ST-FR-001-01-05,Waste Management,MEDIUM
ALI-01423,waste management,ST-FR-001-01-05,Waste Management,HIGH
ALI-01424,website localization,ST-COP-003-05-02,Website Localization,HIGH
ALI-01425,wellness programs,ST-HR-005-02-01,Wellness Programs,HIGH
ALI-01426,white glove delivery,ST-SC-002-04-01,White Glove Delivery Services,MEDIUM
ALI-01427,white glove delivery services,ST-SC-002-04-01,White Glove Delivery Services,HIGH
ALI-01428,white paper development,ST-COP-001-03-04,White Paper Development,HIGH
ALI-01429,win-back campaigns,ST-CO-004-02-03,Win-Back Campaigns,HIGH
ALI-01430,window cleaning,ST-FR-001-01-06,Window Cleaning,HIGH
ALI-01431,window cleaning,ST-FR-005-04-01,Window Cleaning Services,MEDIUM
ALI-01432,window cleaning services,ST-FR-005-04-01,Window Cleaning Services,HIGH
ALI-01433,wire transfer execution,ST-FA-005-01-04,Wire Transfer Execution,HIGH
ALI-01434,wireless network,ST-IT-002-04-06,Wireless Network Management,MEDIUM
ALI-01435,wireless network management,ST-IT-002-04-06,Wireless Network Management,HIGH
ALI-01436,wires,ST-FA-005-01-04,Wire Transfer Execution,LOW
ALI-01437,withholding tax,ST-FA-006-01-03,Withholding Tax Management,MEDIUM
ALI-01438,withholding tax management,ST-FA-006-01-03,Withholding Tax Management,HIGH
ALI-01439,wms managed,ST-SC-012-02-01,WMS Managed Services,MEDIUM
ALI-01440,wms managed services,ST-SC-012-02-01,WMS Managed Services,HIGH
ALI-01441,workers compensation,ST-HR-004-01-02,Workers Compensation Administration,MEDIUM
ALI-01442,workers compensation administration,ST-HR-004-01-02,Workers Compensation Administration,HIGH
ALI-01443,workforce analytics,ST-HR-009-01-06,Workforce Analytics,HIGH
ALI-01444,workplace strategy,ST-FR-009-01-01,Workplace Strategy Services,MEDIUM
ALI-01445,workplace strategy services,ST-FR-009-01-01,Workplace Strategy Services,HIGH
ALI-01446,xbrl tagging,ST-FA-010-02-01,XBRL Tagging Services,MEDIUM
ALI-01447,xbrl tagging services,ST-FA-010-02-01,XBRL Tagging Services,HIGH
ALI-01448,red teaming,ST-AI-004-03-01,AI Red Teaming,HIGH
ALI-01449,red team,ST-AI-004-03-01,AI Red Teaming,HIGH
ALI-01450,red teaming providers,ST-AI-004-03-01,AI Red Teaming,HIGH
ALI-01451,adversarial testing,ST-AI-004-03-01,AI Red Teaming,HIGH
ALI-01452,ai security testing,ST-AI-004-03-01,AI Red Teaming,HIGH
ALI-01453,ml red teaming,ST-AI-004-03-01,AI Red Teaming,HIGH
ALI-01454,model red teaming,ST-AI-004-03-01,AI Red Teaming,HIGH
ALI-01455,ai adversarial testing,ST-AI-004-03-01,AI Red Teaming,HIGH
ALI-01456,llm security,ST-AI-004-03-02,LLM Security Assessment,HIGH
ALI-01457,llm testing,ST-AI-004-03-02,LLM Security Assessment,MEDIUM
ALI-01458,large language model security,ST-AI-004-03-02,LLM Security Assessment,HIGH
ALI-01459,genai security,ST-AI-004-03-02,LLM Security Assessment,HIGH
ALI-01460,prompt injection,ST-AI-004-03-03,Prompt Injection Testing,HIGH
ALI-01461,prompt security,ST-AI-004-03-03,Prompt Injection Testing,HIGH
ALI-01462,jailbreak testing,ST-AI-004-03-03,Prompt Injection Testing,HIGH
