Rate_ID,Tower_Code,Agent_Type,Tier,Location_Code,Rate_Low_USD,Rate_High_USD,Rate_Median_USD,Currency_Local,Rate_Low_Local,Rate_High_Local,Rate_Unit,Pricing_Model,Effective_Date,Source,Confidence,Last_Updated
PPU-OP-006,FA,Document_Scanning,Standard,GLOBAL,0.05,0.15,0.08,USD,0.05,0.15,Per_Page,PPU,2024-12-01,Industry Average,Medium,2025-01-03
PPU-PR-001,PS,Purchase_Order,Processing,GLOBAL,15.0,45.0,28.0,USD,15.0,45.0,Per_PO,PPU,2024-12-01,Hackett Group 2024,Medium,2025-01-03
PPU-PR-002,PS,Supplier_Onboarding,Standard,GLOBAL,150.0,500.0,300.0,USD,150.0,500.0,Per_Supplier,PPU,2024-12-01,Industry Average,Low,2025-01-03
PPU-PR-003,PS,RFx_Processing,Standard,GLOBAL,500.0,2000.0,1000.0,USD,500.0,2000.0,Per_RFx,PPU,2024-12-01,Industry Average,Low,2025-01-03
PPU-PR-004,PS,Contract_Processing,Standard,GLOBAL,200.0,800.0,450.0,USD,200.0,800.0,Per_Contract,PPU,2024-12-01,Industry Average,Low,2025-01-03
RATE-HR-600,HR,Benefits Specialist / Benefits Administrator,ALL,US-PHX,25.0,43.0,32.0,USD,25.0,43.0,Per_Hour,T&M,2025-01-01,ZipRecruiter benefits admin hourly data ​,HIGH,2025-01-03
RATE-HR-601,HR,HRIS Admin / Workday Admin,ALL,US-PHX,28.0,62.0,40.0,USD,28.0,62.0,Per_Hour,T&M,2025-01-01,ZipRecruiter HRIS/Workday admin data ​,HIGH,2025-01-03
RATE-HR-602,HR,SAP SuccessFactors Admin / Consultant,ALL,US-PHX,85.0,140.0,110.0,USD,85.0,140.0,Per_Hour,T&M,2025-01-01,"SF contractor rate discussions, Salary.com SF data ​",MEDIUM,2025-01-03
RATE-HR-603,HR,Payroll Specialist / Payroll Processor,ALL,US-PHX,20.0,50.0,30.0,USD,20.0,50.0,Per_Hour,T&M,2025-01-01,"Upwork payroll specialist, ZipRecruiter freelance payroll ​",HIGH,2025-01-03
RATE-HR-604,HR,Compensation Analyst,ALL,US-PHX,31.0,54.0,39.0,USD,31.0,54.0,Per_Hour,T&M,2025-01-01,ZipRecruiter compensation analyst hourly ​,HIGH,2025-01-03
RATE-HR-605,HR,Technical Recruiter,Junior,US-PHX,24.0,32.0,28.0,USD,24.0,32.0,Per_Hour,T&M,2025-01-01,ZipRecruiter technical recruiter ranges ​,HIGH,2025-01-03
RATE-HR-606,HR,Technical Recruiter,Mid,US-PHX,33.0,41.0,37.0,USD,33.0,41.0,Per_Hour,T&M,2025-01-01,ZipRecruiter technical recruiter ranges ​,HIGH,2025-01-03
RATE-HR-607,HR,Technical Recruiter,Senior,US-PHX,41.0,50.0,45.0,USD,41.0,50.0,Per_Hour,T&M,2025-01-01,ZipRecruiter technical recruiter ranges ​,MEDIUM,2025-01-03
RATE-HR-608,HR,Executive Recruiter / Headhunter,ALL,US-PHX,42.0,67.0,54.0,USD,42.0,67.0,Per_Hour,T&M,2025-01-01,"Salary.com executive recruiter hourly, Zippia ​",HIGH,2025-01-03
RATE-HR-609,HR,Sourcer / Recruiting Coordinator,ALL,US-PHX,15.0,40.0,26.0,USD,15.0,40.0,Per_Hour,T&M,2025-01-01,ZipRecruiter sourcing coordinator hourly ​,HIGH,2025-01-03
RATE-OT-610,OT,Learning & Development Specialist,ALL,US-PHX,35.0,65.0,43.0,USD,35.0,65.0,Per_Hour,T&M,2025-01-01,ZipRecruiter L&D specialist hourly ​,HIGH,2025-01-03
RATE-HR-611,HR,HR Generalist,ALL,US-PHX,25.0,44.0,32.0,USD,25.0,44.0,Per_Hour,T&M,2025-01-01,ZipRecruiter freelance HR generalist hourly ​,HIGH,2025-01-03
RATE-OT-612,OT,HR (general contractor benchmark),ALL,US-PHX,29.0,75.0,52.0,USD,29.0,75.0,Per_Hour,T&M,2025-01-01,Upwork HR consultant rate ranges ​,MEDIUM,2025-01-03
RATE-HR-613,HR,All listed HR roles (avg band),Junior,PL-WAW,18.0,28.0,23.0,USD,18.0,28.0,Per_Hour,T&M,2025-01-01,CEE nearshore rate bands (junior tier) ​,MEDIUM,2025-01-03
RATE-HR-614,HR,All listed HR roles (avg band),Mid,PL-WAW,28.0,40.0,34.0,USD,28.0,40.0,Per_Hour,T&M,2025-01-01,CEE nearshore rate bands (mid tier) ​,MEDIUM,2025-01-03
RATE-HR-615,HR,All listed HR roles (avg band),Senior,PL-WAW,40.0,55.0,48.0,USD,40.0,55.0,Per_Hour,T&M,2025-01-01,CEE nearshore rate bands (senior tier) ​,MEDIUM,2025-01-03
RATE-HR-616,HR,HRIS / ERP Specialist (Workday/SF approx),Senior,PL-WAW,50.0,100.0,75.0,USD,50.0,100.0,Per_Hour,T&M,2025-01-01,CEE IT/consultant nearshore rates extrapolated to HRIS ​,LOW,2025-01-03
RATE-HR-617,HR,All listed HR roles (avg band),Junior,MX-MEX,20.0,30.0,25.0,USD,20.0,30.0,Per_Hour,T&M,2025-01-01,LATAM nearshore junior bands (Mexico) ​,MEDIUM,2025-01-03
RATE-HR-618,HR,All listed HR roles (avg band),Mid,MX-MEX,40.0,60.0,50.0,USD,40.0,60.0,Per_Hour,T&M,2025-01-01,LATAM nearshore mid bands (Mexico) ​,MEDIUM,2025-01-03
RATE-HR-619,HR,All listed HR roles (avg band),Senior,MX-MEX,65.0,85.0,75.0,USD,65.0,85.0,Per_Hour,T&M,2025-01-01,LATAM nearshore senior bands (Mexico) ​,MEDIUM,2025-01-03
RATE-HR-620,HR,All listed HR roles (avg band),Junior,CO-BOG,18.0,28.0,23.0,USD,18.0,28.0,Per_Hour,T&M,2025-01-01,LATAM nearshore junior bands (Colombia) ​,MEDIUM,2025-01-03
RATE-HR-621,HR,All listed HR roles (avg band),Mid,CO-BOG,35.0,55.0,45.0,USD,35.0,55.0,Per_Hour,T&M,2025-01-01,LATAM nearshore mid bands (Colombia) ​,MEDIUM,2025-01-03
RATE-HR-622,HR,All listed HR roles (avg band),Senior,CO-BOG,60.0,80.0,70.0,USD,60.0,80.0,Per_Hour,T&M,2025-01-01,LATAM nearshore senior bands (Colombia) ​,MEDIUM,2025-01-03
RATE-HR-623,HR,All listed HR roles (avg band),Junior,IN-BLR,8.0,18.0,13.0,USD,8.0,18.0,Per_Hour,T&M,2025-01-01,India payroll outsourcing & offshore bands ​,MEDIUM,2025-01-03
RATE-HR-624,HR,All listed HR roles (avg band),Mid,IN-BLR,18.0,28.0,23.0,USD,18.0,28.0,Per_Hour,T&M,2025-01-01,India payroll outsourcing & offshore bands ​,MEDIUM,2025-01-03
RATE-HR-625,HR,All listed HR roles (avg band),Senior,IN-BLR,28.0,35.0,32.0,USD,28.0,35.0,Per_Hour,T&M,2025-01-01,India HR/payroll specialist estimates ​,LOW,2025-01-03
RATE-HR-626,HR,All listed HR roles (avg band),Junior,PH-MNL,10.0,22.0,16.0,USD,10.0,22.0,Per_Hour,T&M,2025-01-01,Philippines BPO/HR sourcing rates ​,MEDIUM,2025-01-03
RATE-HR-627,HR,All listed HR roles (avg band),Mid,PH-MNL,22.0,35.0,28.0,USD,22.0,35.0,Per_Hour,T&M,2025-01-01,Philippines BPO/HR sourcing rates ​,MEDIUM,2025-01-03
RATE-HR-628,HR,All listed HR roles (avg band),Senior,PH-MNL,35.0,55.0,45.0,USD,35.0,55.0,Per_Hour,T&M,2025-01-01,Philippines BPO/HR sourcing rates ​,MEDIUM,2025-01-03
RATE-FA-630,FA,AP Processor / AP Specialist,ENTRY/MID,US-PHX,13.0,22.0,18.0,USD,13.0,22.0,Per_Hour,T&M,2025-01-01,"PayScale, Salary.com, ZipRecruiter​",HIGH,2025-01-03
RATE-FA-631,FA,AP Processor / AP Specialist,ENTRY/MID,PL-WAW,18.0,22.0,20.0,USD,18.0,22.0,Per_Hour,T&M,2025-01-01,"PayScale Poland AP Specialist, outsourcing benchmarks​",MEDIUM,2025-01-03
RATE-FA-632,FA,AP Processor / AP Specialist,ENTRY/MID,MX-MEX,12.0,16.0,14.0,USD,12.0,16.0,Per_Hour,T&M,2025-01-01,"Mexico BPO averages, outsourcing by country​",MEDIUM,2025-01-03
RATE-FA-633,FA,AP Processor / AP Specialist,ENTRY/MID,CO-BOG,10.0,14.0,12.0,USD,10.0,14.0,Per_Hour,T&M,2025-01-01,"Colombia BPO/collections data, global rates​",MEDIUM,2025-01-03
RATE-FA-634,FA,AP Processor / AP Specialist,ENTRY/MID,IN-BLR,7.0,10.0,8.0,USD,7.0,10.0,Per_Hour,T&M,2025-01-01,"India AP specialist salaries, global outsourcing rates​",HIGH,2025-01-03
RATE-FA-635,FA,AP Processor / AP Specialist,ENTRY/MID,PH-MNL,8.0,11.0,9.0,USD,8.0,11.0,Per_Hour,T&M,2025-01-01,"Philippines AP salaries, BPO wage benchmarks​",HIGH,2025-01-03
RATE-FA-636,FA,AR Specialist / Collections,MID,US-PHX,20.0,35.0,28.0,USD,20.0,35.0,Per_Hour,T&M,2025-01-01,US AR/collections postings and salary guides​,MEDIUM,2025-01-03
RATE-FA-637,FA,AR Specialist / Collections,MID,PL-WAW,20.0,26.0,23.0,USD,20.0,26.0,Per_Hour,T&M,2025-01-01,"Eastern Europe finance salaries, outsourcing ranges​",MEDIUM,2025-01-03
RATE-FA-638,FA,AR Specialist / Collections,MID,MX-MEX,16.0,22.0,19.0,USD,16.0,22.0,Per_Hour,T&M,2025-01-01,Nearshore collections/AR benchmarks​,MEDIUM,2025-01-03
RATE-FA-639,FA,AR Specialist / Collections,MID,CO-BOG,14.0,20.0,17.0,USD,14.0,20.0,Per_Hour,T&M,2025-01-01,Collections specialist Colombia benchmarks​,MEDIUM,2025-01-03
RATE-FA-640,FA,AR Specialist / Collections,MID,IN-BLR,8.0,13.0,10.0,USD,8.0,13.0,Per_Hour,T&M,2025-01-01,India collections BPO ranges​,MEDIUM,2025-01-03
RATE-FA-641,FA,AR Specialist / Collections,MID,PH-MNL,10.0,15.0,12.0,USD,10.0,15.0,Per_Hour,T&M,2025-01-01,"Philippines BPO, collections/call-center rates​",MEDIUM,2025-01-03
RATE-FA-642,FA,Staff Accountant,JUNIOR,US-PHX,28.0,40.0,34.0,USD,28.0,40.0,Per_Hour,T&M,2025-01-01,"Salary.com Staff Accountant, Robert Half, AICPA MAP​",HIGH,2025-01-03
RATE-FA-643,FA,Staff Accountant,JUNIOR,PL-WAW,24.0,32.0,28.0,USD,24.0,32.0,Per_Hour,T&M,2025-01-01,Poland accounting salaries converted to hourly​,MEDIUM,2025-01-03
RATE-FA-644,FA,Staff Accountant,JUNIOR,MX-MEX,18.0,26.0,22.0,USD,18.0,26.0,Per_Hour,T&M,2025-01-01,Mexico accounting/BPO wage data​,MEDIUM,2025-01-03
RATE-FA-645,FA,Staff Accountant,JUNIOR,CO-BOG,16.0,24.0,20.0,USD,16.0,24.0,Per_Hour,T&M,2025-01-01,Colombia finance salary benchmarks​,MEDIUM,2025-01-03
RATE-FA-646,FA,Staff Accountant,JUNIOR,IN-BLR,10.0,16.0,13.0,USD,10.0,16.0,Per_Hour,T&M,2025-01-01,India accounting outsourcing ranges​,MEDIUM,2025-01-03
RATE-FA-647,FA,Staff Accountant,JUNIOR,PH-MNL,12.0,20.0,16.0,USD,12.0,20.0,Per_Hour,T&M,2025-01-01,"Philippines accounting roles, offshoring guides​",MEDIUM,2025-01-03
RATE-FA-648,FA,Staff Accountant,SENIOR,US-PHX,38.0,55.0,47.0,USD,38.0,55.0,Per_Hour,T&M,2025-01-01,"Salary.com, Robert Half senior accountant​",HIGH,2025-01-03
RATE-FA-649,FA,Staff Accountant,SENIOR,PL-WAW,32.0,42.0,37.0,USD,32.0,42.0,Per_Hour,T&M,2025-01-01,Senior accounting roles Eastern Europe​,MEDIUM,2025-01-03
RATE-FA-650,FA,Staff Accountant,SENIOR,MX-MEX,26.0,36.0,31.0,USD,26.0,36.0,Per_Hour,T&M,2025-01-01,Nearshore senior accountant ranges​,MEDIUM,2025-01-03
RATE-FA-651,FA,Staff Accountant,SENIOR,CO-BOG,22.0,32.0,27.0,USD,22.0,32.0,Per_Hour,T&M,2025-01-01,Colombia senior finance benchmarks​,MEDIUM,2025-01-03
RATE-FA-652,FA,Staff Accountant,SENIOR,IN-BLR,14.0,22.0,18.0,USD,14.0,22.0,Per_Hour,T&M,2025-01-01,India senior accountant/FTE-to-hourly equivalents​,MEDIUM,2025-01-03
RATE-FA-653,FA,Staff Accountant,SENIOR,PH-MNL,16.0,28.0,22.0,USD,16.0,28.0,Per_Hour,T&M,2025-01-01,Philippines senior accounting outsourcing​,MEDIUM,2025-01-03
RATE-FA-654,FA,FP&A Analyst,JUNIOR,US-PHX,32.0,45.0,39.0,USD,32.0,45.0,Per_Hour,T&M,2025-01-01,"Salary.com, ZipRecruiter, FP&A guides​",HIGH,2025-01-03
RATE-FA-655,FA,FP&A Analyst,JUNIOR,PL-WAW,28.0,40.0,34.0,USD,28.0,40.0,Per_Hour,T&M,2025-01-01,Poland FP&A/financial analyst salaries​,MEDIUM,2025-01-03
RATE-FA-656,FA,FP&A Analyst,JUNIOR,MX-MEX,22.0,32.0,27.0,USD,22.0,32.0,Per_Hour,T&M,2025-01-01,Mexico FP&A/finance analyst nearshore rates​,MEDIUM,2025-01-03
RATE-FA-657,FA,FP&A Analyst,JUNIOR,CO-BOG,19.0,28.0,24.0,USD,19.0,28.0,Per_Hour,T&M,2025-01-01,Colombia financial/treasury analyst benchmarks​,MEDIUM,2025-01-03
RATE-FA-658,FA,FP&A Analyst,JUNIOR,IN-BLR,12.0,18.0,15.0,USD,12.0,18.0,Per_Hour,T&M,2025-01-01,India FP&A analytics/offshore finance support​,MEDIUM,2025-01-03
RATE-FA-659,FA,FP&A Analyst,JUNIOR,PH-MNL,14.0,22.0,18.0,USD,14.0,22.0,Per_Hour,T&M,2025-01-01,Philippines FP&A/finance analyst emerging market​,MEDIUM,2025-01-03
RATE-FA-660,FA,FP&A Analyst,SENIOR,US-PHX,48.0,70.0,59.0,USD,48.0,70.0,Per_Hour,T&M,2025-01-01,"ZipRecruiter FP&A consultant, senior FP&A ranges​",MEDIUM,2025-01-03
RATE-FA-661,FA,FP&A Analyst,SENIOR,PL-WAW,40.0,55.0,48.0,USD,40.0,55.0,Per_Hour,T&M,2025-01-01,Senior FP&A Eastern Europe benchmarks​,MEDIUM,2025-01-03
RATE-FA-662,FA,FP&A Analyst,SENIOR,MX-MEX,32.0,48.0,40.0,USD,32.0,48.0,Per_Hour,T&M,2025-01-01,Nearshore senior FP&A estimates​,LOW,2025-01-03
RATE-FA-663,FA,FP&A Analyst,SENIOR,CO-BOG,28.0,42.0,35.0,USD,28.0,42.0,Per_Hour,T&M,2025-01-01,Colombia senior FP&A/treasury ranges​,LOW,2025-01-03
RATE-FA-664,FA,FP&A Analyst,SENIOR,IN-BLR,18.0,28.0,23.0,USD,18.0,28.0,Per_Hour,T&M,2025-01-01,India senior FP&A/offshore analytics​,LOW,2025-01-03
RATE-FA-665,FA,FP&A Analyst,SENIOR,PH-MNL,20.0,32.0,26.0,USD,20.0,32.0,Per_Hour,T&M,2025-01-01,Philippines senior FP&A emerging segment​,LOW,2025-01-03
RATE-FA-666,FA,Tax Specialist / Tax Preparer,MID,US-PHX,40.0,80.0,60.0,USD,40.0,80.0,Per_Hour,T&M,2025-01-01,"Upwork, expat tax, Clutch pricing​",HIGH,2025-01-03
RATE-FA-667,FA,Tax Specialist / Tax Preparer,MID,PL-WAW,35.0,50.0,43.0,USD,35.0,50.0,Per_Hour,T&M,2025-01-01,EU/Poland tax advisory hourly conversions​,MEDIUM,2025-01-03
RATE-FA-668,FA,Tax Specialist / Tax Preparer,MID,MX-MEX,28.0,42.0,35.0,USD,28.0,42.0,Per_Hour,T&M,2025-01-01,Mexico tax/accounting outsourcing​,MEDIUM,2025-01-03
RATE-FA-669,FA,Tax Specialist / Tax Preparer,MID,CO-BOG,24.0,36.0,30.0,USD,24.0,36.0,Per_Hour,T&M,2025-01-01,Colombia tax/finance specialist benchmarks​,MEDIUM,2025-01-03
RATE-FA-670,FA,Tax Specialist / Tax Preparer,MID,IN-BLR,14.0,22.0,18.0,USD,14.0,22.0,Per_Hour,T&M,2025-01-01,India tax prep outsourcing (US returns)​,HIGH,2025-01-03
RATE-FA-671,FA,Tax Specialist / Tax Preparer,MID,PH-MNL,16.0,26.0,21.0,USD,16.0,26.0,Per_Hour,T&M,2025-01-01,Philippines tax prep/emerging BPO services​,MEDIUM,2025-01-03
RATE-FA-672,FA,Expense Processor / T&E Analyst,MID,US-PHX,20.0,38.0,29.0,USD,20.0,38.0,Per_Hour,T&M,2025-01-01,"Salary.com Expense Processor, ZipRecruiter Expense Analyst​",HIGH,2025-01-03
RATE-FA-673,FA,Expense Processor / T&E Analyst,MID,PL-WAW,20.0,32.0,26.0,USD,20.0,32.0,Per_Hour,T&M,2025-01-01,Poland expense/T&E processing roles​,MEDIUM,2025-01-03
RATE-FA-674,FA,Expense Processor / T&E Analyst,MID,MX-MEX,16.0,28.0,22.0,USD,16.0,28.0,Per_Hour,T&M,2025-01-01,Mexico T&E/transaction processing​,MEDIUM,2025-01-03
RATE-FA-675,FA,Expense Processor / T&E Analyst,MID,CO-BOG,14.0,25.0,20.0,USD,14.0,25.0,Per_Hour,T&M,2025-01-01,Colombia expense analyst/finance ops​,LOW,2025-01-03
RATE-FA-676,FA,Expense Processor / T&E Analyst,MID,IN-BLR,8.0,14.0,11.0,USD,8.0,14.0,Per_Hour,T&M,2025-01-01,India T&E/AP processing rates​,HIGH,2025-01-03
RATE-FA-677,FA,Expense Processor / T&E Analyst,MID,PH-MNL,10.0,18.0,14.0,USD,10.0,18.0,Per_Hour,T&M,2025-01-01,Philippines expense/T&E BPO services​,MEDIUM,2025-01-03
RATE-FA-678,FA,Treasury Analyst,MID,US-PHX,35.0,60.0,48.0,USD,35.0,60.0,Per_Hour,T&M,2025-01-01,US treasury analyst salary benchmarks​,MEDIUM,2025-01-03
RATE-FA-679,FA,Treasury Analyst,MID,PL-WAW,35.0,50.0,43.0,USD,35.0,50.0,Per_Hour,T&M,2025-01-01,Poland treasury/finance analyst roles​,MEDIUM,2025-01-03
RATE-FA-680,FA,Treasury Analyst,MID,MX-MEX,28.0,42.0,35.0,USD,28.0,42.0,Per_Hour,T&M,2025-01-01,Mexico treasury/cash management nearshore​,LOW,2025-01-03
RATE-FA-681,FA,Treasury Analyst,MID,CO-BOG,26.0,38.0,32.0,USD,26.0,38.0,Per_Hour,T&M,2025-01-01,Colombia treasury analyst data​,MEDIUM,2025-01-03
RATE-FA-682,FA,Treasury Analyst,MID,IN-BLR,14.0,24.0,19.0,USD,14.0,24.0,Per_Hour,T&M,2025-01-01,India treasury support outsourcing​,LOW,2025-01-03
RATE-FA-683,FA,Treasury Analyst,MID,PH-MNL,18.0,32.0,25.0,USD,18.0,32.0,Per_Hour,T&M,2025-01-01,Philippines treasury/finance roles​,LOW,2025-01-03
RATE-FA-684,FA,Controller / Fractional Controller,EXPERIENCE,US-PHX,185.0,350.0,270.0,USD,185.0,350.0,Per_Hour,T&M,2025-01-01,"Fractional CFO cost benchmarks, RH controller salary​",HIGH,2025-01-03
RATE-FA-685,FA,Controller / Fractional Controller,EXPERIENCE,PL-WAW,110.0,160.0,135.0,USD,110.0,160.0,Per_Hour,T&M,2025-01-01,Eastern Europe controller/fractional CFO estimates​,LOW,2025-01-03
RATE-FA-686,FA,Controller / Fractional Controller,EXPERIENCE,MX-MEX,75.0,130.0,100.0,USD,75.0,130.0,Per_Hour,T&M,2025-01-01,Mexico fractional CFO/controller service benchmarks​,MEDIUM,2025-01-03
RATE-FA-687,FA,Controller / Fractional Controller,EXPERIENCE,CO-BOG,65.0,110.0,85.0,USD,65.0,110.0,Per_Hour,T&M,2025-01-01,Colombia senior finance/fractional CFO ranges​,LOW,2025-01-03
RATE-FA-688,FA,Controller / Fractional Controller,EXPERIENCE,IN-BLR,30.0,60.0,45.0,USD,30.0,60.0,Per_Hour,T&M,2025-01-01,India outsourced CFO/controller services​,LOW,2025-01-03
RATE-FA-689,FA,Controller / Fractional Controller,EXPERIENCE,PH-MNL,35.0,75.0,55.0,USD,35.0,75.0,Per_Hour,T&M,2025-01-01,Philippines fractional CFO/controller estimates​,LOW,2025-01-03
RATE-FA-690,FA,Auditor (Internal / External Support),INTERNAL/E,US-PHX,50.0,150.0,100.0,USD,50.0,150.0,Per_Hour,T&M,2025-01-01,"BLS, internal audit surveys, audit billing rates​",MEDIUM,2025-01-03
RATE-FA-691,FA,Auditor (Internal / External Support),INTERNAL/E,PL-WAW,50.0,90.0,70.0,USD,50.0,90.0,Per_Hour,T&M,2025-01-01,Poland internal/external audit support conversions​,LOW,2025-01-03
RATE-FA-692,FA,Auditor (Internal / External Support),INTERNAL/E,MX-MEX,40.0,70.0,55.0,USD,40.0,70.0,Per_Hour,T&M,2025-01-01,Nearshore audit support cost articles​,LOW,2025-01-03
RATE-FA-693,FA,Auditor (Internal / External Support),INTERNAL/E,CO-BOG,35.0,60.0,48.0,USD,35.0,60.0,Per_Hour,T&M,2025-01-01,Colombia audit support staff benchmarks​,LOW,2025-01-03
RATE-FA-694,FA,Auditor (Internal / External Support),INTERNAL/E,IN-BLR,18.0,45.0,30.0,USD,18.0,45.0,Per_Hour,T&M,2025-01-01,India audit support outsourcing ranges​,HIGH,2025-01-03
RATE-FA-695,FA,Auditor (Internal / External Support),INTERNAL/E,PH-MNL,20.0,50.0,35.0,USD,20.0,50.0,Per_Hour,T&M,2025-01-01,Philippines audit BPO growth and pricing​,MEDIUM,2025-01-03
RATE-FA-696,FA,Credit Analyst,MID,US-PHX,23.0,34.0,30.0,USD,23.0,34.0,Per_Hour,T&M,2025-01-01,"ZipRecruiter, BLS credit analyst data​",HIGH,2025-01-03
RATE-FA-697,FA,Credit Analyst,MID,PL-WAW,22.0,35.0,28.0,USD,22.0,35.0,Per_Hour,T&M,2025-01-01,Poland credit/financial analyst salaries​,LOW,2025-01-03
RATE-FA-698,FA,Credit Analyst,MID,MX-MEX,17.0,28.0,22.0,USD,17.0,28.0,Per_Hour,T&M,2025-01-01,Mexico credit/risk analyst estimated from finance roles​,LOW,2025-01-03
RATE-FA-699,FA,Credit Analyst,MID,CO-BOG,15.0,25.0,20.0,USD,15.0,25.0,Per_Hour,T&M,2025-01-01,Colombia credit and risk analysis salary benchmarks​,LOW,2025-01-03
RATE-FA-700,FA,Credit Analyst,MID,IN-BLR,10.0,18.0,14.0,USD,10.0,18.0,Per_Hour,T&M,2025-01-01,India credit analytics outsourcing​,LOW,2025-01-03
RATE-FA-701,FA,Credit Analyst,MID,PH-MNL,12.0,22.0,17.0,USD,12.0,22.0,Per_Hour,T&M,2025-01-01,Philippines credit/financial analyst ranges​,LOW,2025-01-03
RATE-PS-702,PS,Management Consultant – Partner/Principal,MBB,US-PHX,1116.0,1194.0,1155.0,USD,1116.0,1194.0,Per_Hour,T&M,2025-01-01,GSA schedules for McKinsey & BCG ​,HIGH,2025-01-03
RATE-PS-703,PS,Management Consultant – Engagement Manager,MBB,US-PHX,711.0,834.0,773.0,USD,711.0,834.0,Per_Hour,T&M,2025-01-01,GSA schedules for McKinsey & BCG ​,HIGH,2025-01-03
RATE-PS-704,PS,Management Consultant – Analyst/Associate,MBB,US-PHX,327.0,498.0,413.0,USD,327.0,498.0,Per_Hour,T&M,2025-01-01,GSA schedules for McKinsey ​,HIGH,2025-01-03
RATE-PS-705,PS,Management Consultant – Partner/Principal,Big4,US-PHX,373.0,550.0,462.0,USD,373.0,550.0,Per_Hour,T&M,2025-01-01,Deloitte GSA + Consultancy.org tiers ​,MEDIUM,2025-01-03
RATE-PS-706,PS,Management Consultant – Senior/Manager,Big4,US-PHX,257.0,350.0,304.0,USD,257.0,350.0,Per_Hour,T&M,2025-01-01,Deloitte GSA senior staff ​,HIGH,2025-01-03
RATE-PS-707,PS,Management Consultant – Analyst/Associate,Big4,US-PHX,150.0,220.0,185.0,USD,150.0,220.0,Per_Hour,T&M,2025-01-01,Consultancy.org fee bands ​,MEDIUM,2025-01-03
RATE-PS-708,PS,Management Consultant – Partner/Principal,Boutique,US-PHX,420.0,625.0,522.0,USD,420.0,625.0,Per_Hour,T&M,2025-01-01,Kearney GSA + boutique benchmarks ​,MEDIUM,2025-01-03
RATE-PS-709,PS,Management Consultant – Senior/Manager,Boutique,US-PHX,300.0,450.0,375.0,USD,300.0,450.0,Per_Hour,T&M,2025-01-01,Consultancy.org fee bands ​,MEDIUM,2025-01-03
RATE-PS-710,PS,Management Consultant – Analyst/Associate,Boutique,US-PHX,200.0,320.0,260.0,USD,200.0,320.0,Per_Hour,T&M,2025-01-01,Consultancy.org fee bands ​,MEDIUM,2025-01-03
RATE-PS-711,PS,Strategy Consultant,MBB,US-PHX,700.0,900.0,800.0,USD,700.0,900.0,Per_Hour,T&M,2025-01-01,Consultancy.org strategy tier ​,MEDIUM,2025-01-03
RATE-PS-712,PS,Strategy Consultant,Big4,US-PHX,250.0,400.0,325.0,USD,250.0,400.0,Per_Hour,T&M,2025-01-01,Consultancy.org mid-tier strategy ​,MEDIUM,2025-01-03
RATE-PS-713,PS,Strategy Consultant,Boutique,US-PHX,350.0,600.0,475.0,USD,350.0,600.0,Per_Hour,T&M,2025-01-01,Consultancy.org boutique strategy ​,MEDIUM,2025-01-03
RATE-PS-714,PS,Attorney/Lawyer – All (small firm avg),Boutique,US-PHX,341.0,341.0,341.0,USD,341.0,341.0,Per_Hour,T&M,2025-01-01,Clio/Attorney at Work 2024 avg ​,HIGH,2025-01-03
RATE-PS-715,PS,Attorney/Lawyer – Novice (0–4 yrs),Boutique,US-PHX,182.0,212.0,197.0,USD,182.0,212.0,Per_Hour,T&M,2025-01-01,Lawyer hourly by state breakdown ​,MEDIUM,2025-01-03
RATE-PS-716,PS,Attorney/Lawyer – Senior (20–30 yrs),Boutique,US-PHX,511.0,606.0,559.0,USD,511.0,606.0,Per_Hour,T&M,2025-01-01,Lawyer hourly by state breakdown ​,MEDIUM,2025-01-03
RATE-PS-717,PS,Attorney/Lawyer – Associate,Big4/Large,US-PHX,200.0,300.0,250.0,USD,200.0,300.0,Per_Hour,T&M,2025-01-01,Large-firm & survey ranges ​,MEDIUM,2025-01-03
RATE-PS-718,PS,Attorney/Lawyer – Partner,Big4/Large,US-PHX,450.0,700.0,575.0,USD,450.0,700.0,Per_Hour,T&M,2025-01-01,Large-firm & survey ranges ​,MEDIUM,2025-01-03
RATE-PS-719,PS,Attorney/Lawyer – Associate,Corporate,IN-BLR,142.0,154.0,148.0,USD,142.0,154.0,Per_Hour,T&M,2025-01-01,India Billing Rates Survey 2024 ​,HIGH,2025-01-03
RATE-PS-720,PS,Attorney/Lawyer – Senior Associate,Corporate,IN-BLR,203.0,215.0,209.0,USD,203.0,215.0,Per_Hour,T&M,2025-01-01,India Billing Rates Survey 2024 ​,HIGH,2025-01-03
RATE-PS-721,PS,Attorney/Lawyer – Junior Partner,Corporate,IN-BLR,288.0,290.0,289.0,USD,288.0,290.0,Per_Hour,T&M,2025-01-01,India Billing Rates Survey 2024 ​,HIGH,2025-01-03
RATE-PS-722,PS,Attorney/Lawyer – Senior Partner,Corporate,IN-BLR,348.0,428.0,388.0,USD,348.0,428.0,Per_Hour,T&M,2025-01-01,India Billing Rates Surveys ​,MEDIUM,2025-01-03
RATE-PS-723,PS,Attorney/Lawyer – Managing Partner,Corporate,IN-BLR,428.0,458.0,443.0,USD,428.0,458.0,Per_Hour,T&M,2025-01-01,India Billing Rates Survey 2024 ​,HIGH,2025-01-03
