Service_Type_ID,SubCategory_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Tier_Structure,Default_AHT_Minutes,SLA_Timeliness_Type,SLA_Timeliness_Default,SLA_Quality_Type,SLA_Quality_Default,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence
ST-IT-001-01-03,CAT-IT-001-01,API Development & Integration,Design and development of RESTful/GraphQL APIs and integrations,N/A,PPU,Project,Application_Developer,L1-L4,,Processing,"99.9% availability, <500ms P95",Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-001-01-04,CAT-IT-001-01,UI/UX Design Services,"User research, wireframing, prototyping, visual design",N/A,T&M,Hour,Application_Developer,L1-L4,,Processing,24hr processing,Compliance,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-001-04-01,CAT-IT-001-04,Quality Assurance & Testing,"Functional, regression, performance, security testing with automation",N/A,PPU,Transaction,Application_Developer,L1-L4,,Processing,"80% coverage, <5% escape rate",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-001-05-01,CAT-IT-001-05,DevOps Implementation,"CI/CD pipeline design, infrastructure as code, containerization",N/A,T&M,Hour,Application_Developer,L1-L4,,Processing,"<15% change failure rate, <1hr MTTR",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-001-03-01,CAT-IT-001-03,Legacy Application Modernization,"Assessment, re-platforming, refactoring of legacy systems",N/A,T&M,Hour,Application_Developer,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-001-01-05,CAT-IT-001-01,Proof of Concept Development,Rapid prototype development for technical feasibility validation,N/A,T&M,Hour,Application_Developer,L1-L4,,Delivery,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-001-02-01,CAT-IT-001-02,Application Support L1/L2/L3,Tiered production application support with incident resolution,N/A,PPU,Transaction,Application_Developer,L1-L4,,Response,"P1: 15min response, 4hr resolution",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-001-02-02,CAT-IT-001-02,Corrective Maintenance,Identification and remediation of software defects and bugs,N/A,PPU,Transaction,Application_Developer,L1-L4,,Processing,"Critical fix <24hr, <5% recurrence",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-001-02-03,CAT-IT-001-02,Adaptive Maintenance,"Modifications for environmental changes (OS, regulatory, interfaces)",N/A,PPU,Transaction,Application_Developer,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-001-02-04,CAT-IT-001-02,Perfective Maintenance,"Enhancement of functionality, performance, and user experience",N/A,PPU,Case,Application_Developer,L1-L4,,Delivery,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-001-02-05,CAT-IT-001-02,Preventive Maintenance,"Proactive code refactoring, technical debt reduction, vulnerability fixes",N/A,Fixed_Monthly,Month,Application_Developer,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-001-05-02,CAT-IT-001-05,Release Management,"Planning, scheduling, coordination of application releases",N/A,PPU,Transaction,Application_Developer,L1-L4,,Processing,"98% success rate, <30min rollback",Accuracy,98% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-001-02-06,CAT-IT-001-02,Application Performance Monitoring,"Continuous monitoring of app health, response times, error rates",N/A,PPU,Month,Application_Developer,L1-L4,,Processing,"99.9% availability, <5min alerts",Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-001-02-07,CAT-IT-001-02,Knowledge Transfer & Documentation,"Creation of technical documentation, runbooks, knowledge base",N/A,T&M,Hour,Application_Developer,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-003-01-01,CAT-IT-003-01,Incident Management,"Logging, categorization, prioritization, resolution of IT incidents",Voice,PPU,Transaction,Service_Desk_Agent,L1-L3,8,Processing,"P1: 15min/4hr, FCR >70%, CSAT >85%",FCR,80% fcr,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-003-01-02,CAT-IT-003-01,Service Request Fulfillment,Processing standard requests through service catalog,Voice,PPU,Transaction,Service_Desk_Agent,L1-L3,8,Processing,"<3 days standard, 98% accuracy",Accuracy,98% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-003-01-03,CAT-IT-003-01,Password Reset Services,Self-service and assisted password/credential management,Voice,PPU,Transaction,Service_Desk_Agent,L1-L3,8,Response,"<5min response, >40% self-service",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-003-02-01,CAT-IT-003-02,Hardware Support,"End-user device troubleshooting, dispatch coordination, asset swap",Voice,PPU,Transaction,Service_Desk_Agent,L1-L3,8,Response,"<30min response, warranty compliance",Compliance,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-003-02-02,CAT-IT-003-02,Software Support,"Installation, configuration, troubleshooting of desktop applications",Voice,PPU,Transaction,Service_Desk_Agent,L1-L3,8,Resolution,24hr processing,CSAT,85% csat,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-003-01-04,CAT-IT-003-01,Remote Desktop Support,Screen-sharing assisted technical support and diagnostics,Voice,PPU,Transaction,Service_Desk_Agent,L1-L3,8,Resolution,"<5min initiation, >60% in-session resolution",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-003-01-05,CAT-IT-003-01,VIP/Executive Support,White-glove prioritized support with dedicated resources,Voice,PPU,Month,Service_Desk_Agent,L1-L3,8,Response,"<5min response, >95% CSAT",CSAT,95% csat,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-003-01-06,CAT-IT-003-01,Self-Service Portal Management,"Maintenance of IT portals, knowledge base, automated service catalog",Voice,Fixed_Monthly,Month,Service_Desk_Agent,L1-L3,8,Processing,24hr processing,Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-003-01-07,CAT-IT-003-01,Onboarding/Offboarding,"Provisioning/deprovisioning of accounts, equipment, access",Voice,PPU,Transaction,Service_Desk_Agent,L1-L3,8,Processing,"Day-1 ready, <4hr termination",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-003-01-08,CAT-IT-003-01,Chat/Chatbot Support,Live chat and AI-assisted immediate support,Voice,PPU,Transaction,Service_Desk_Agent,L1-L3,8,Response,"<30sec response, >30% containment",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-003-03-01,CAT-IT-003-03,Desktop Imaging,"Device imaging, deployment, and lifecycle management",Voice,PPU,Month,Service_Desk_Agent,L1-L3,8,Processing,24hr processing,Compliance,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-003-02-03,CAT-IT-003-02,Desktop Repair,Hardware troubleshooting and repair services,Voice,PPU,Transaction,Service_Desk_Agent,L1-L3,8,Turnaround,"<24hr turnaround, quality standards",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-003-04-01,CAT-IT-003-04,IT Asset Management,"Asset tracking, software metering, compliance",Voice,PPU,Month,Service_Desk_Agent,L1-L3,8,Processing,24hr processing,Compliance,99% compliance,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-005-01-01,CAT-IT-005-01,Security Operations Center,"24/7 security monitoring, threat detection, incident triage",Async,PPU,Month,Data_Engineer,L1-L3,,Response,"<15min triage, <30min P1 response",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-005-01-02,CAT-IT-005-01,Security Incident Response,"Investigation, containment, eradication, recovery from incidents",Async,Fixed_Monthly,Month,Data_Engineer,L1-L3,,Response,"<1hr critical response, 72hr RCA",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-005-01-03,CAT-IT-005-01,Vulnerability Management,"Regular scanning, assessment, prioritization, remediation tracking",Async,PPU,Month,Data_Engineer,L1-L3,,Processing,"Critical remediation <72hr, monthly reports",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-005-01-04,CAT-IT-005-01,Penetration Testing,Authorized simulated attacks to identify exploitable vulnerabilities,Async,PPU,Project,Data_Engineer,L1-L3,,Processing,"Report <5 days, retest within 30 days",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-005-01-05,CAT-IT-005-01,Managed Detection & Response,"Advanced threat hunting, detection, investigation, response",Async,PPU,Month,Data_Engineer,L1-L3,,Processing,"MTTD <5min, MTTR <30min",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-005-02-01,CAT-IT-005-02,Identity & Access Management,"Administration of identities, access controls, privileged access",Async,PPU,Month,Data_Engineer,L1-L3,,Processing,"<4hr provisioning, quarterly reviews",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-005-01-06,CAT-IT-005-01,Security Awareness Training,"Delivery of security training, phishing simulations, compliance",Async,PPU,Month,Data_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-005-01-07,CAT-IT-005-01,SIEM Management,"Configuration, tuning, rule development for SIEM platforms",Async,PPU,Month,Data_Engineer,L1-L3,,Processing,24hr processing,Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-005-01-08,CAT-IT-005-01,EDR Management,"Deployment, monitoring, management of endpoint detection/response",Async,PPU,Month,Data_Engineer,L1-L3,,Response,"100% coverage, <15min alert response",Accuracy,100% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-005-03-01,CAT-IT-005-03,Compliance & Audit Support,"Support for SOC 2, ISO 27001, PCI-DSS, HIPAA compliance",Async,PPU,Case,Data_Engineer,L1-L3,,Delivery,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-004-01-01,CAT-IT-004-01,Cloud Infrastructure Management,"Ongoing management of AWS/Azure/GCP compute, storage, networking",Async,Gainshare,Month,Security_Analyst,L1-L3,,Processing,"Per provider SLA, <15min incidents",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-004-04-01,CAT-IT-004-04,Cloud Migration Services,"Assessment, planning, execution of cloud migrations",Async,T&M,Hour,Security_Analyst,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-004-01-02,CAT-IT-004-01,Cloud Cost Optimization,Analysis and optimization of cloud spending (FinOps),Async,Gainshare,Month,Security_Analyst,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-004-05-01,CAT-IT-004-05,Cloud Security Posture Management,Continuous assessment of cloud security configurations,N/A,PPU,Month,Penetration_Tester,None,,Processing,"Continuous scanning, <24hr critical fixes",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-004-02-01,CAT-IT-004-02,Kubernetes/Container Management,"Deployment, scaling, monitoring of containerized applications",Async,PPU,Month,Security_Analyst,L1-L3,,Processing,24hr processing,Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-004-02-02,CAT-IT-004-02,Serverless Operations,Management of serverless functions and architectures,Async,PPU,Month,Security_Analyst,L1-L3,,Processing,"99.9% availability, <1% error rate",Error_Rate,99% error rate,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-004-01-03,CAT-IT-004-01,Cloud Backup & Recovery,Configuration and management of cloud-native backup solutions,Async,PPU,Month,Security_Analyst,L1-L3,,Processing,24hr processing,Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-004-01-04,CAT-IT-004-01,Multi-Cloud Management,Unified governance across multiple cloud providers,Async,PPU,Month,Security_Analyst,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-004-04-02,CAT-IT-004-04,Cloud Architecture Design,Design following Well-Architected Framework principles,Async,PPU,Project,Security_Analyst,L1-L3,,Delivery,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-04-01,CAT-IT-002-04,Network Monitoring,"24/7 monitoring of devices, traffic, performance with alerting",Async,PPU,Month,Infrastructure_Engineer,L1-L3,,Processing,"<5min acknowledgment, 100% coverage",Accuracy,100% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-04-02,CAT-IT-002-04,Network Incident Management,"Detection, diagnosis, resolution of network issues",Async,PPU,Transaction,Infrastructure_Engineer,L1-L3,,Response,"P1: <5min response, <2hr resolution",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-04-03,CAT-IT-002-04,Network Configuration Management,"Configuration backup, change implementation, compliance",Async,PPU,Month,Infrastructure_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-04-04,CAT-IT-002-04,Firewall Management,"Administration of firewall rules, policies, security updates",Async,PPU,Month,Infrastructure_Engineer,L1-L3,,Processing,"<4hr standard changes, quarterly reviews",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-04-05,CAT-IT-002-04,SD-WAN Management,Management of software-defined WAN infrastructure,Async,PPU,Month,Infrastructure_Engineer,L1-L3,,Processing,"99.9% availability, <30sec failover",Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-04-06,CAT-IT-002-04,Wireless Network Management,"Configuration, monitoring, optimization of wireless infrastructure",Async,PPU,Month,Infrastructure_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-04-07,CAT-IT-002-04,DNS/DHCP Management,"Administration of core network services, IPAM",Async,Fixed_Monthly,Month,Infrastructure_Engineer,L1-L3,,Processing,"99.99% availability, <4hr changes",Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-04-08,CAT-IT-002-04,Load Balancer Management,"Configuration of load balancing, health checks, SSL certificates",Async,PPU,Month,Infrastructure_Engineer,L1-L3,,Processing,24hr processing,Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-005-01-09,CAT-IT-005-01,Network Security Operations,"Management of IDS/IPS, NAC, segmentation enforcement",Async,PPU,Month,Data_Engineer,L1-L3,,Processing,"<24hr signatures, <30min alerts",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-05-01,CAT-IT-002-05,Database Monitoring,"Continuous monitoring of health, performance, capacity",Async,PPU,Month,Infrastructure_Engineer,L1-L3,,Processing,"99.9% monitoring, <15min alerts",Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-05-02,CAT-IT-002-05,Database Performance Tuning,"Query optimization, index analysis, configuration tuning",Async,T&M,Hour,Infrastructure_Engineer,L1-L3,,Response,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-05-03,CAT-IT-002-05,Database Backup & Recovery,"Configuration, monitoring, testing of database backups",Async,PPU,Month,Infrastructure_Engineer,L1-L3,,Processing,24hr processing,Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-05-04,CAT-IT-002-05,Database Security Management,"Access management, encryption, auditing, vulnerability remediation",Async,PPU,Month,Infrastructure_Engineer,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-05-05,CAT-IT-002-05,Database Patching & Upgrades,"Planning, testing, implementation of patches and version upgrades",Async,PPU,Transaction,Infrastructure_Engineer,L1-L3,,Processing,"<72hr critical, downtime per window",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-05-06,CAT-IT-002-05,High Availability & Replication,"Configuration of clustering, replication, failover mechanisms",Async,PPU,Month,Infrastructure_Engineer,L1-L3,,Processing,"<30sec failover, <5sec replication lag",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-05-07,CAT-IT-002-05,Database Provisioning,"Creation, configuration, deployment of new database instances",Async,PPU,Month,Infrastructure_Engineer,L1-L3,,Processing,"<4hr standard, 100% compliance",Compliance,100% compliance,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-05-08,CAT-IT-002-05,Data Archival & Purging,"Implementation of data lifecycle policies, archival, purging",Async,T&M,Hour,Infrastructure_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-05-09,CAT-IT-002-05,Database Migration Services,Planning and execution of database platform migrations,Async,PPU,Project,Infrastructure_Engineer,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-IT-002-05-10,CAT-IT-002-05,24/7 DBA On-Call Support,Round-the-clock DBA availability for emergencies,Async,Fixed_Monthly,Month,Infrastructure_Engineer,L1-L3,,Response,<15min critical response,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH
ST-FA-001-01-01,CAT-FA-001-01,Invoice Processing,"Receipt, validation, coding, approval routing with 2/3-way matching",Async,PPU,Transaction,AP_Processor,None,5,Processing,"48hr processing, 99% accuracy, 95% first-pass",First_Pass,99% first pass,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-001-01-02,CAT-FA-001-01,Payment Processing,"Execution of vendor payments (check, ACH, wire, virtual card)",Async,PPU,Transaction,AP_Processor,None,5,Processing,24hr processing,Accuracy,99% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-001-01-03,CAT-FA-001-01,Vendor Master Data Management,"Setup, maintenance, validation of vendor records and banking",Async,PPU,Month,AP_Processor,None,5,Processing,"24-48hr setup, 99% banking accuracy",Accuracy,99% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-001-01-04,CAT-FA-001-01,Duplicate Payment Prevention,Pre-payment audit and analytics to prevent duplicate payments,Async,PPU,Transaction,AP_Processor,None,5,Processing,<0.1% duplicate rate,Accuracy,99% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
