vendorId,vendorName,primaryTower,secondaryTowers,hqCountry,ownership,revenueUsd,employeeCount,deliveryCenterCount,deliveryLocations,certifications,keyClients,serviceCapabilities,competitivePosition,strengths,weaknesses,redFlags,pricingModel,financialHealthScore,batch
VND-0085,ISS A/S,FR,,Denmark,Independent,$11800M,325000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 9001, ISO 14001, ISO 45001",Global enterprises,Facilities Management,IFMA Foundation Global Workforce Partner 2025,"Pure FM, Placemaker model, 30+ countries, net zero 2040",,,"Cost-plus, Fixed Fee, Sq-ft-based",A,
VND-0086,ABM Industries,FR,,USA,Independent,$8400M,100000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 9001, ISO 14001",Fortune 500,Facilities Management,IFMA Foundation Global Workforce Partner of Excellence 2025,"Pure FM, founded 1909, ELEVATE strategy, cloud ERP",,,"Cost-plus, Fixed Fee, Sq-ft-based",A,
VND-0087,Allied Universal,FR,,USA,Warburg Pincus/Caisse de dépôt,$21000M,800000.0,4.0,"NA, EMEA, APAC, LATAM",ISO 9001,Fortune 500,Facilities Management,Global #1 Security Services,"Physical security, G4S acquisition, HELIAUS technology",Integration uncertainty from recent M&A,,"Cost-plus, Fixed Fee, Sq-ft-based",A,
VND-0088,Compass Group,FR,,UK,Independent,$42000M,580000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 22000, ISO 14001",Fortune 500,Facilities Management,IFMA Innovation Award 2025 (ESFM),"Food services primary (14% FM), ESFM FM subsidiary",,,"Cost-plus, Fixed Fee, Sq-ft-based",A,
VND-0089,Sodexo,FR,,France,Independent,$25000M,423000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 9001, ISO 14001",Fortune 500,Facilities Management,IFMA Global Workforce Partner 2025,"Food + FM integration (34% FM), RISE with SAP S/4HANA",,,"Cost-plus, Fixed Fee, Sq-ft-based",A,
VND-0090,Aramark,FR,,USA,Independent,$17400M,267000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 22000, ISO 14001",Fortune 500,Facilities Management,Fortune Most Admired Companies,"Food services + FM, sports/entertainment venues",,,"Cost-plus, Fixed Fee, Sq-ft-based",A,
VND-0091,DHL,SC,,Germany,Deutsche Post,$84200M,590000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 9001, ISO 14001, AEO",Global enterprises,Freight Forwarding,"Gartner 3PL Leader (9th year, highest on both axes); A&A #2","Contract logistics, forwarding, 15% automation, net-zero 2050",,,"Cost-plus, Transaction-based, Gain-share",A,
VND-0092,DSV,SC,,USA,Independent,$47000M,160000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 9001, ISO 14001, AEO",Fortune 500,Freight Forwarding,A&A #1 Global Freight Forwarder (post-Schenker),"Air/sea forwarding, asset-light, M&A integration expertise",Integration uncertainty from recent M&A,,"Cost-plus, Transaction-based, Gain-share",A,
VND-0093,Kuehne+Nagel,SC,,Switzerland,Independent,$30300M,80000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 9001, ISO 14001, AEO",Fortune 500,Freight Forwarding,Gartner 3PL Leader; A&A #3; #1 Air Freight Forwarder,"4.31M TEUs, seaexplorer.com, pharma cold chain",,,"Cost-plus, Transaction-based, Gain-share",A,
VND-0094,CEVA Logistics,SC,,France,CMA CGM Group,$20200M,110000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 9001, AEO",Global enterprises,Freight Forwarding,A&A #6,"Shipping integration (620 vessels), automotive, e-commerce",Integration uncertainty from recent M&A,,"Cost-plus, Transaction-based, Gain-share",A,
VND-0095,GXO Logistics,SC,,USA,Independent,$9800M,87000.0,4.0,"NA, EMEA, APAC, LATAM",ISO 9001,"E-commerce, Fortune 500",Freight Forwarding,A&A #11; TT Top 100 #5,"Pure-play contract logistics, warehouse automation, reverse logistics",Post-spinoff transition risks,,"Cost-plus, Transaction-based, Gain-share",A,
VND-0096,XPO,SC,,USA,Independent,$8100M,42000.0,4.0,"NA, EMEA, APAC, LATAM",ISO 9001,Fortune 500,Freight Forwarding,Gartner 3PL Leader,"LTL trucking, technology-driven, XPO Connect platform",,,"Cost-plus, Transaction-based, Gain-share",A,
VND-0097,C.H. Robinson,SC,,USA,Independent,$15600M,14000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 9001, C-TPAT",Fortune 500,Freight Forwarding,A&A #8; TT Top Freight Brokerage #1,"Largest freight broker, Navisphere platform, 450+ offices",,,"Cost-plus, Transaction-based, Gain-share",A,
VND-0098,GEODIS,SC,,France,SNCF Group,$11300M,49720.0,4.0,"NA, EMEA, APAC, LATAM","ISO 9001, ISO 14001",Global enterprises,Freight Forwarding,Gartner 3PL Leader; A&A #15,"Pharma cold chain, SNCF stability (A+ rated)",,,"Cost-plus, Transaction-based, Gain-share",A,
VND-0099,Maersk,SC,,Denmark,A.P. Moller,$52000M,110000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 9001, ISO 14001",Global enterprises,Freight Forwarding,Gartner 3PL Leader (3rd year),"End-to-end integrator, 700+ vessels, Logistics & Services pivot",,,"Cost-plus, Transaction-based, Gain-share",A,
VND-0100,FedEx Logistics,SC,,USA,FedEx,$87700M,530000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 9001, C-TPAT",Fortune 500,Freight Forwarding,A&A Top 50,"Express, ground, freight, FedEx Surround AI",,,"Cost-plus, Transaction-based, Gain-share",A,
VND-0101,UPS Supply Chain Solutions,SC,,USA,UPS,$91000M,500000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 9001, C-TPAT",Fortune 500,Freight Forwarding,Gartner 3PL Leader (6th year),"Package, healthcare, Coyote brokerage",,,"Cost-plus, Transaction-based, Gain-share",A,
VND-0102,McKinsey,PS,,USA,Independent,$16000M,40000.0,4.0,"NA, EMEA, APAC, LATAM",ISO 27001,90% of Fortune 100,Source-to-Pay,Vault #1 Prestige (11 of 17 practice areas),"Strategy, operations, 12,000+ AI agents, 40% tech/AI advisory",,,"Retainer, Project-based, Success Fee",A,
VND-0103,BCG,PS,,USA,Independent,$13500M,33000.0,4.0,"NA, EMEA, APAC, LATAM",ISO 27001,Fortune 500 globally,Source-to-Pay,Vault #2 Prestige; #1 Best Consulting Firm to Work For NA,"Digital transformation, sustainability, 21 years revenue growth",,,"Retainer, Project-based, Success Fee",A,
VND-0104,Bain,PS,,USA,Independent,$6000M,19000.0,4.0,"NA, EMEA, APAC, LATAM",ISO 27001,Private equity leaders,Source-to-Pay,Vault #3 Prestige; Glassdoor Best Places 6x; PE practice 3x larger,"Private equity (25% revenue), results-based consulting",,,"Retainer, Project-based, Success Fee",A,
VND-0105,Oliver Wyman,PS,,USA,Marsh McLennan,$3400M,7000.0,1.0,,ISO 27001,BFSI leaders,Source-to-Pay,Vault #5 Consulting 50 NA,"Financial services, risk, quantitative expertise, NERA economics",,,"Retainer, Project-based, Success Fee",B,
VND-0106,Kearney,PS,,USA,Independent,$1500M,5300.0,1.0,,ISO 27001,Fortune 500,Source-to-Pay,Pioneer strategic sourcing; works 75%+ Fortune Global 500,"Procurement consulting, supply chain, partner-owned",,,"Retainer, Project-based, Success Fee",B,
VND-0107,Roland Berger,PS,,Germany,Independent,$1100M,2400.0,2.0,"NA, EMEA",ISO 27001,European Fortune 500,Source-to-Pay,Vault #2 Best Consulting EMEA,"European heritage, automotive/industrial, DAX relationships",,,"Retainer, Project-based, Success Fee",B,
VND-0108,Simon-Kucher,PS,,Germany,Independent,$572M,2000.0,2.0,"NA, EMEA",ISO 27001,Fortune 500 pricing,Source-to-Pay,"Vault #1 Pricing, Sales & Marketing EMEA","Pricing strategy leader, Pricing Universe database",Limited scale for large enterprise engagements,,"Retainer, Project-based, Success Fee",C,
VND-0109,L.E.K. Consulting,PS,,UK,Independent,$600M,2100.0,2.0,"NA, EMEA",ISO 27001,"PE, life sciences",Source-to-Pay,Strongest PE practice Tier 2; life sciences leader,"Private equity due diligence, life sciences strategy",Limited scale for large enterprise engagements,,"Retainer, Project-based, Success Fee",C,
VND-0110,Alvarez & Marsal,PS,,USA,Independent,$3000M,9000.0,1.0,,ISO 27001,"PE, restructuring",Source-to-Pay,Vault #3 overall 2024 (from #10 2023),"Restructuring, interim C-suite roles, Lehman bankruptcy",,,"Retainer, Project-based, Success Fee",B,
VND-0111,FTI Consulting,PS,,USA,Independent,$3700M,8300.0,1.0,,ISO 27001,"Fortune 500, PE",Source-to-Pay,Chambers Top Forensic Accountants; largest US restructuring,"Forensic accounting, litigation support, crisis communications",,,"Retainer, Project-based, Success Fee",B,
VND-0112,Huron Consulting,PS,,USA,Independent,$1490M,6500.0,1.0,,"ISO 27001, HIPAA","Healthcare, higher ed",Source-to-Pay,Vault #1 Health Sciences Consulting; Best Firm 15+ years,"Healthcare 51%, education 32%, Oracle/Workday implementation",,,"Retainer, Project-based, Success Fee",B,
VND-0113,Consilio,PS,,USA,Stone Point/Aquiline,$1100M,5400.0,1.0,,"ISO 27001, SOC 2",Fortune 500 legal,Source-to-Pay,Chambers NewLaw; largest pure-play ALSP,"eDiscovery Aurora platform, Lawyers On Demand, Legility",Integration uncertainty from recent M&A,,"Retainer, Project-based, Success Fee",B,
VND-0114,UnitedLex,PS,,USA,CVC Capital Partners,$510M,2500.0,1.0,,"ISO 27001, SOC 2",Fortune 500 legal,Source-to-Pay,Chambers NewLaw; pioneered enterprise LPO deals,"ULX Partners model, IP portfolio management, GE partnership",,,"Retainer, Project-based, Success Fee",B,
VND-0115,QuisLex,PS,,USA,Independent,$314M,1000.0,1.0,,"ISO 27001, SOC 1/2","AmLaw 100, Fortune 500",Source-to-Pay,Chambers NewLaw Band 1 (15 consecutive years),"ISO 27001 + SOC 1/2 certified (first LPO), regulated industries, MBE",Limited scale for large enterprise engagements,,"Retainer, Project-based, Success Fee",C,
VND-0116,Integreon,PS,,USA,LiveIt Solutions,$175M,3500.0,1.0,,ISO 27001,Fortune 500 legal,Source-to-Pay,AI Breakthrough Award 2025 (CyberHawk-AI),"Legal + business services, immigration (100K+ USCIS docs), creative",Limited scale for large enterprise engagements,,"Retainer, Project-based, Success Fee",C,
VND-0117,Elevate,PS,,USA,Morgan Stanley/Kayne,$100M,1000.0,1.0,,ISO 27001,Fortune 500 legal,Source-to-Pay,Chambers NewLaw; Law Company hybrid,"ELM cloud platform, 52% employee ownership, MENA expansion",Limited scale for large enterprise engagements | Integration uncertainty from recent M&A,,"Retainer, Project-based, Success Fee",C,
VND-0118,Ensemble Health Partners,IV,,USA,Independent,$1500M,12000.0,1.0,,"HIPAA, SOC 2",500+ health systems,Revenue Cycle Management,KLAS Best in KLAS E2E RCM (5th time); Black Book #1 RCM (4 years),"Revenue cycle, $35B+ NPR managed, 100% certified coding, EIQ platform",,,"Per-claim, PMPM, Outcome-based",B,
VND-0119,R1 RCM,IV,,USA,CD&R/TowerBrook,$2500M,30000.0,4.0,"NA, EMEA, APAC, LATAM","HIPAA, SOC 1/2, HITRUST",94 of top 100 US health systems,Revenue Cycle Management,KLAS Best in KLAS Ambulatory RCM (5th year); Black Book #1,"94 of top 100 US health systems, R37 Lab (Palantir partnership)",Integration uncertainty from recent M&A,,"Per-claim, PMPM, Outcome-based",A,
VND-0120,Optum,IV,IN,USA,UnitedHealth Group,$253000M,200000.0,4.0,"NA, EMEA, APAC, LATAM","HIPAA, HITRUST, SOC 2",Healthcare payers/providers,"Revenue Cycle Management, Policy Administration",Black Book #1 AI-Driven RCM; KLAS multiple product rankings,"$1.5T claims processed (Change Healthcare), 900K physicians connected",Integration uncertainty from recent M&A,,"Per-claim, PMPM, Outcome-based",A,
VND-0121,Conifer Health Solutions,IV,,USA,Tenet Healthcare,$1200M,15000.0,1.0,,"HIPAA, SOC 1/2",Large health systems,Revenue Cycle Management,KLAS Full-Service RCM; Black Book recognized,"$25B+ NPR managed, $22.6B medically managed spend, value-based care",,,"Per-claim, PMPM, Outcome-based",B,
VND-0122,AGS Health,IV,,USA,Blackstone,$300M,15000.0,1.0,,"HIPAA, ISO 27001",50% of top 20 US hospitals,Revenue Cycle Management,KLAS Most Improved 2024; Everest Leader & Star Performer (4th year),"Offshore RCM, 50% of top 20 US hospitals, AGS AI Platform",Integration uncertainty from recent M&A,,"Per-claim, PMPM, Outcome-based",B,
VND-0123,Omega Healthcare,IV,,USA,Ontario Teachers'/Goldman Sachs,$500M,35000.0,1.0,,"HIPAA, ISO 27001",US health systems,Revenue Cycle Management,Everest Leader (continuous since 2017 - 8+ years),"RCM, nearshore Colombia, Microsoft AI partnership",,,"Per-claim, PMPM, Outcome-based",B,
VND-0124,Broadridge,FA,,USA,Independent,$6500M,14000.0,4.0,"NA, EMEA, APAC, LATAM","SOC 1/2, ISO 27001",Financial services,Fund Administration,Processing $10T+ daily; 70%+ global proxy processing,"Capital markets post-trade, investor communications, FINRA regulated",,,"AUM-based, Transaction-based, Fixed Fee",A,
VND-0125,SS&C Technologies,FA,,USA,Independent,$5800M,27000.0,4.0,"NA, EMEA, APAC, LATAM","SOC 1/2, ISO 27001","Fund managers, $75T AUM",Fund Administration,Global Fund Administrator Leader,"$75T AUM serviced, fund admin, wealth management tech",,,"AUM-based, Transaction-based, Fixed Fee",A,
VND-0126,DXC Insurance,IV,,USA,DXC Technology,$3000M,54000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 27001, SOC 2",9 of top 10 US insurers,Policy Administration,ISG Insurance Leader & Star Performer (Life & Annuity),"65% insurance revenue, LifePRO, 9 of top 10 US insurers",,,"Per-policy, Transaction-based, FTE-based",A,
VND-0127,Hexaware,IV,IT,India,Carlyle Group,$1200M,30000.0,2.0,"NA, APAC","ISO 27001, SOC 2","Insurance, Lloyd's","Policy Administration, Application Development",ISG Insurance Leader (Midmarket); ISG Star of Excellence,"Lloyd's Blueprint Two, agentic AI 99.5% accuracy",,,"Per-policy, Transaction-based, FTE-based",B,
VND-0128,SD Worx,HR,,Belgium,Independent,$1000M,7800.0,2.0,"NA, EMEA","ISO 27001, SOC 2",European enterprises,Payroll Processing,Everest MCP Leader (EMEA); NelsonHall Leader,"European payroll leader, 150+ countries",,,"FTE-based, PEPM, Transaction-based",B,
VND-0129,TMF Group,HR,FA,Netherlands,Independent,$1100M,11000.0,2.0,"NA, EMEA","ISO 27001, SOC 1/2","Global enterprises, 125 countries","Payroll Processing, Accounts Payable",Everest MCP Leader (7th year); NelsonHall Payroll Leader,"125+ jurisdictions, Horizon platform, statutory compliance",,,"FTE-based, PEPM, Transaction-based",B,
VND-0130,CloudPay,HR,,UK,Independent,$300M,1500.0,2.0,"NA, EMEA","ISO 27001, SOC 1/2",Global enterprises,Payroll Processing,NelsonHall Payroll Leader (8+ years); ISG Leader,"Unified global payroll, multi-payment solutions",Limited scale for large enterprise engagements,,"FTE-based, PEPM, Transaction-based",C,
VND-0131,Neeyamo,HR,,India,Independent,$150M,1400.0,2.0,"NA, APAC","ISO 27001, SOC 2","Global enterprises, 180 countries",Payroll Processing,Everest MCP Star Performer; ISG Leader,"PayNComp platform, 180+ countries, long-tail payroll",Limited scale for large enterprise engagements,,"FTE-based, PEPM, Transaction-based",C,
VND-0132,Ramco Systems,HR,,India,Independent,$200M,4000.0,2.0,"NA, APAC",ISO 27001,"Aviation, logistics",Payroll Processing,Everest MCP Leader (APAC); ISG Leader,"Payce platform, aviation/ERP heritage",Limited scale for large enterprise engagements,,"FTE-based, PEPM, Transaction-based",C,
VND-0133,isolved,HR,,USA,Independent,$500M,2500.0,1.0,,SOC 1/2,195K+ employers,Payroll Processing,NelsonHall Payroll Leader (SMB); ISG Leader & CX Star,"People Cloud platform, SMB focus, 195K+ employers",May lack enterprise-grade SLAs,,"FTE-based, PEPM, Transaction-based",B,
VND-0134,Paycom,HR,,USA,Independent,$1800M,7500.0,1.0,,"SOC 1/2, ISO 27001",Mid-market enterprises,Payroll Processing,ISG Payroll Leader (US),"Self-service tech, single database architecture",,,"FTE-based, PEPM, Transaction-based",B,
VND-0135,Paylocity,HR,,USA,Independent,$1400M,6500.0,1.0,,SOC 1/2,SMB/mid-market,Payroll Processing,ISG Rising Star,"Modern cloud platform, SMB growth focus",May lack enterprise-grade SLAs,,"FTE-based, PEPM, Transaction-based",B,
VND-0136,Zellis,HR,,UK,Independent,$400M,2000.0,2.0,"NA, EMEA",ISO 27001,UK/Ireland enterprises,Payroll Processing,"NelsonHall Payroll Leader (Digital, Extended)","UK/Ireland largest payroll, AI anomaly management",Limited scale for large enterprise engagements,,"FTE-based, PEPM, Transaction-based",C,
VND-0137,Benefitfocus,HR,,USA,Voya Financial,$250M,1300.0,1.0,,"HIPAA, SOC 2","Health plans, employers",Payroll Processing,ISG Benefits Admin evaluated,"Benefits platform, health plan marketplace",Limited scale for large enterprise engagements,,"FTE-based, PEPM, Transaction-based",C,
VND-0138,Businessolver,HR,,USA,Independent,$400M,2000.0,1.0,,"SOC 1/2, HIPAA",Fortune 500,Payroll Processing,ISG Benefits Tech evaluated,"Benefits admin technology, Sofia AI chatbot",Limited scale for large enterprise engagements,,"FTE-based, PEPM, Transaction-based",C,
VND-0139,Alight,HR,,USA,Independent,$2100M,15000.0,4.0,"NA, EMEA, APAC, LATAM","ISO 27001, SOC 1/2",70% of Fortune 100,Payroll Processing,NelsonHall Benefits Leader; ISG Leader,"Benefits outsourcing, cloud BPaaS, Worklife platform",Post-spinoff transition risks,,"FTE-based, PEPM, Transaction-based",A,
VND-0140,Velocity Global,HR,,USA,Independent,$200M,500.0,1.0,,"ISO 27001, SOC 2","Global enterprises, 185 countries",Payroll Processing,Everest EOR Leader; NelsonHall EOR Leader (4th year),"#1 compliance rating, 185+ countries, AI platform",Limited scale for large enterprise engagements,,"FTE-based, PEPM, Transaction-based",C,
VND-0141,Multiplier,HR,,Singapore,Independent,$100M,600.0,2.0,"NA, APAC",ISO 27001,"Tech companies, 150 countries",Payroll Processing,NelsonHall EOR Evaluated; G2 Top 50 HR products,"Same-day hiring, 150+ countries, $400/employee/month",Limited scale for large enterprise engagements,,"FTE-based, PEPM, Transaction-based",C,
VND-0142,Oyster HR,HR,,USA,Independent,$150M,650.0,1.0,,"ISO 27001, SOC 2","Tech companies, 180 countries",Payroll Processing,G2 recognized; $1.2B valuation,"Oyster Academy, ethical employment, 180+ countries",Limited scale for large enterprise engagements,,"FTE-based, PEPM, Transaction-based",C,
VND-0143,Safeguard Global,HR,,USA,Independent,$400M,2000.0,1.0,,"ISO 27001, SOC 2",Global enterprises,Payroll Processing,NelsonHall EOR Evaluated; Everest Major Contender,"Global payroll + EOR since 2008, owns entities",Limited scale for large enterprise engagements,,"FTE-based, PEPM, Transaction-based",C,
VND-0144,ADP TotalSource,HR,,USA,ADP,$2000M,5000.0,4.0,"NA, EMEA, APAC, LATAM","SOC 1/2, ESAC",20% US PEO market,Payroll Processing,20% US PEO market share (largest),"Enterprise PEO, Fortune 500-level benefits",,,"FTE-based, PEPM, Transaction-based",A,
VND-0145,Insperity,HR,,USA,Independent,$6500M,4000.0,4.0,"NA, EMEA, APAC, LATAM","SOC 1/2, ESAC",300K+ worksite employees,Payroll Processing,12% US PEO market share,"Highly flexible PEO, 300K+ worksite employees",,,"FTE-based, PEPM, Transaction-based",A,
VND-0146,TriNet,HR,,USA,Independent,$5000M,3500.0,4.0,"NA, EMEA, APAC, LATAM","SOC 1/2, ESAC","Tech, life sciences SMB",Payroll Processing,9% US PEO market share,"Industry-specific (tech, life sciences), no minimums",Integration uncertainty from recent M&A,,"FTE-based, PEPM, Transaction-based",A,
VND-0147,Justworks,HR,,USA,Independent,$300M,1000.0,1.0,,SOC 2,SMB/startups,Payroll Processing,PEO disruptor,"Most transparent pricing ($59-109/employee), SMB/startup",Limited scale for large enterprise engagements | May lack enterprise-grade SLAs,,"FTE-based, PEPM, Transaction-based",C,
VND-0148,Rippling,HR,,USA,Independent,$500M,3000.0,1.0,,"SOC 2, ISO 27001",Tech companies,Payroll Processing,$13.5B valuation (2024),"HR+IT+Finance integration, 90-second onboarding",,,"FTE-based, PEPM, Transaction-based",B,
VND-0149,Cornerstone OnDemand,HR,,USA,Clearlake Capital,$900M,3500.0,1.0,,"ISO 27001, SOC 2",7000+ organizations,Payroll Processing,Everest Learning Leader; NelsonHall Learning Leader,"Learning management, skills intelligence",Integration uncertainty from recent M&A,,"FTE-based, PEPM, Transaction-based",B,
VND-0150,Skillsoft,HR,,USA,Churchill Capital,$500M,2000.0,1.0,,ISO 27001,Fortune 500,Payroll Processing,Everest Learning evaluated,"Corporate learning, Percipio platform, compliance training",,,"FTE-based, PEPM, Transaction-based",B,
VND-0151,Pontoon Solutions,HR,,USA,Adecco Group,$800M,3000.0,1.0,,ISO 9001,"Fortune 500, 60 countries",MSP,Everest MSP Leader; US Industrial Leader (2024),"MSP via Adecco network, 60 countries",,,"Markup-based, MSP Fee, Program Fee",B,
