Service_Type_ID,Vendor_ID,Vendor_Name,Analyst_Ranking,Analyst_Source,Ranking_Tier,Vendor_Type,Founded_Year,Confidence,As_Of_Date,Source_Type,Notes
ST-AI-003-02-01,VND-0216,Slalom,,,,Established,2001,LOW,2025-01,Manual,"Enterprise data strategy, cloud data engineering"
ST-AI-003-02-01,VND-1267,Prolifics,,,,Established,1978,LOW,2025-01,Manual,"Data warehouse design, lakes and warehouses"
ST-AI-003-02-02,VND-0001,Accenture,Leader,Everest Group,1,Established,1989,HIGH,2025-01,Analyst,"Data quality management for ML, governance frameworks"
ST-AI-003-02-02,VND-0009,Cognizant,Leader,Everest Group,1,Established,1994,HIGH,2025-01,Analyst,"Data quality services, management platforms"
ST-AI-003-02-02,VND-0059,Deloitte,Leader,Everest Group,1,Established,,HIGH,2025-01,Analyst,"Data quality consulting, validation frameworks"
ST-AI-003-02-02,VND-0003,TCS,Leader,Everest Group,1,Established,1968,HIGH,2025-01,Analyst,"Data quality frameworks, compliance expertise"
ST-AI-003-02-02,VND-0004,Capgemini,Leader,Everest Group,1,Established,1967,HIGH,2025-01,Analyst,"Data governance/quality assurance, automated validation"
ST-AI-003-02-02,VND-0047,HCLTech,Leader,Everest Group,1,Established,1976,HIGH,2025-01,Analyst,"ML data quality assurance, governance integration"
ST-AI-003-02-02,VND-0008,Wipro,Leader,Everest Group,1,Established,1945,HIGH,2025-01,Analyst,"Advanced data governance, quality management"
ST-AI-003-02-02,VND-1446,Sigmoid,,,,Established,2013,LOW,2025-01,Manual,Self-service platform with automated lineage (DataGuard)
ST-AI-003-02-02,VND-0566,CriticalRiver,,Forrester,,Established,2002,MEDIUM,2025-01,Analyst,"AI-driven quality, Forrester Data Quality Solutions Landscape Q3 2025"
ST-AI-003-01-04,VND-1718,Xenoss,,,,Emerging,,LOW,2025-01,Manual,"GAN/VAE/diffusion models, 90% cost reduction, GDPR/HIPAA compliance"
ST-AI-003-01-04,VND-0819,Gretel.ai,,,,Emerging,2019,LOW,2025-01,Manual,"GenAI-powered synthetic data, $50M Series B, privacy scoring"
ST-AI-003-01-04,VND-1036,MOSTLY AI,,,,Established,2017,LOW,2025-01,Manual,"Fortune 100 clients, $25M Series B, GDPR/ISO certified"
ST-AI-003-01-04,VND-0844,Hazy,,,,Emerging,2018,LOW,2025-01,Manual,"Privacy-preserving solutions, enterprise test data focus"
ST-AI-003-01-04,VND-1722,YData,,,,Emerging,2021,LOW,2025-01,Manual,"Synthetic data generation, $3.24M seed funding"
ST-AI-003-01-04,VND-1522,Synthetaic,,,,Emerging,2019,LOW,2025-01,Manual,"AI/big data synthetic generation, $16.2M funding"
ST-AI-003-01-04,VND-0595,Datagen,,,,Emerging,2018,LOW,2025-01,Manual,"Photorealistic simulations, human motion, $22M Series A"
ST-AI-003-01-04,VND-1521,Synthesis AI,,,,Emerging,2019,LOW,2025-01,Manual,"Synthetic humans (GANs/CGI), FaceAPI, $4.5M seed"
ST-AI-003-01-04,VND-1211,Parallel Domain,,,,Emerging,2018,LOW,2025-01,Manual,"Autonomous systems training, sensor simulation, $10M+"
ST-AI-003-01-04,VND-0944,K2view,,,,Established,2009,LOW,2025-01,Manual,"Entity-based generation, GenAI-powered tabular synthesis"
ST-AI-003-01-04,VND-1523,Syntho,,,,Emerging,,LOW,2025-01,Manual,Synthetic data solutions for enterprises
ST-AI-003-01-04,VND-1574,Tonic.ai,,,,Emerging,2017,LOW,2025-01,Manual,"Synthetic data solutions, $35M Series B (Sept 2021\)"
ST-AI-003-03-01,VND-0073,EXL,Leader,ISG,1,Established,1999,HIGH,2025-01,Analyst,"GenAI development/deployment, EXLerate.ai platform, ISG Leader 2025"
ST-AI-003-03-01,VND-1665,Virtusa,Leader,ISG,1,Established,1996,HIGH,2025-01,Analyst,"GenAI Services Leader, LLM fine-tuning, ISG Leader 2025"
ST-AI-003-03-01,VND-0001,Accenture,Leader,Everest Group,1,Established,1989,HIGH,2025-01,Analyst,"LLM customization, GenAI strategy, AI-first approach"
ST-AI-003-03-01,VND-0009,Cognizant,Leader,Everest Group,1,Established,1994,HIGH,2025-01,Analyst,"GenAI services, LLM fine-tuning, healthcare LLMs"
ST-AI-003-03-01,VND-0059,Deloitte,Leader,Everest Group,1,Established,,HIGH,2025-01,Analyst,"LLM fine-tuning consulting, GenAI deployment"
ST-AI-003-03-01,VND-0005,IBM,Leader,ISG,1,Established,1911,HIGH,2025-01,Analyst,"AI Consulting Advantage platform, ISG Leader 2025"
ST-AI-003-03-01,VND-1718,Xenoss,,,,Emerging,,LOW,2025-01,Manual,"Parameter-efficient techniques (LoRA/QLoRA), 90% compute reduction"
ST-AI-003-03-01,VND-1448,Simor Consulting,,,,Emerging,,LOW,2025-01,Manual,"Enterprise LLM fine-tuning, healthcare/fintech focus"
ST-AI-003-03-01,VND-0570,Cubettech,,,,Established,2018,LOW,2025-01,Manual,"Custom LLM training, supervised fine-tuning, RAG alignment"
ST-AI-003-03-01,VND-0371,Azumo,,,,Established,2016,LOW,2025-01,Manual,"Fine-tuning LLM as a service, nearshore delivery"
ST-AI-003-03-01,VND-0222,10Clouds,,,,Established,2009,LOW,2025-01,Manual,"LLM fine-tuning (LLAMA family), domain-specific AI tools"
ST-AI-003-03-01,VND-1258,Prismetric,,,,Established,2008,LOW,2025-01,Manual,"LLM fine-tuning, GPT/LLaMA/PaLM customization, 15+ years experience"
ST-AI-003-03-01,VND-1013,LeewayHertz,,,,Established,2007,LOW,2025-01,Manual,LLM fine-tuning and prompt engineering services
ST-AI-003-03-01,VND-1573,Together AI,,,,Emerging,2022,LOW,2025-01,Manual,"Decentralized cloud for GenAI models, $534M funding"
ST-AI-003-04-01,VND-0001,Accenture,,,,Established,1989,LOW,2025-01,Manual,Enterprise prompt engineering within GenAI consulting
ST-AI-003-04-01,VND-0800,Geniusee,,,,Emerging,,LOW,2025-01,Manual,"Prompt engineering services, AI technologies platform"
ST-AI-003-04-01,VND-1013,LeewayHertz,,,,Established,2007,LOW,2025-01,Manual,Prompt engineering consulting across industries
ST-AI-003-04-01,VND-1623,V2Soft,,,,Established,1998,LOW,2025-01,Manual,"Prompt engineering outsourcing, training/workshops"
ST-AI-003-04-01,VND-1702,Width.ai,,,,Emerging,,LOW,2025-01,Manual,"Production-level prompt development, SOTA techniques"
ST-AI-003-04-01,VND-1072,MentorCruise,,,,Emerging,,LOW,2025-01,Manual,Prompt engineering specialists marketplace
ST-AI-003-05-01,VND-1718,Xenoss,,,,Emerging,,LOW,2025-01,Manual,"Synthetic training data for LLMs, 100M+ text samples"
ST-AI-003-05-01,VND-0819,Gretel.ai,,,,Emerging,2019,LOW,2025-01,Manual,"Synthetic data for GenAI training, text/unstructured data"
ST-AI-003-05-01,VND-1036,MOSTLY AI,,,,Established,2017,LOW,2025-01,Manual,"Synthetic data for GenAI, pre-training/fine-tuning support"
ST-AI-003-05-01,VND-1722,YData,,,,Emerging,2021,LOW,2025-01,Manual,"Synthetic data for AI applications, LLM training"
ST-AI-003-05-01,VND-1521,Synthesis AI,,,,Emerging,2019,LOW,2025-01,Manual,"Human-centric data generation, facial verification models"
ST-AI-003-05-01,VND-0595,Datagen,,,,Emerging,2018,LOW,2025-01,Manual,"Simulated data for GenAI training, photorealistic datasets"
ST-AI-003-05-01,VND-1211,Parallel Domain,,,,Emerging,2018,LOW,2025-01,Manual,"Synthetic training data for perception models, sensor simulation"
ST-AI-005-03-01,VND-0811,Google Cloud,Leader,Gartner MQ DSML,1,Established,1998,HIGH,2025-01,Analyst,Top-rated specifically for unified monitoring of model training and inference performance at scale.
ST-AI-005-03-01,VND-0593,Datadog,Leader,Gartner MQ Observability,1,Established,2010,HIGH,2025-01,Analyst,Expansion from APM to full-stack ML observability makes it a top choice for DevOps-centric teams.
ST-AI-005-03-01,VND-0331,Arize AI,Cool Vendor,Gartner,,Emerging,2020,HIGH,2025-01,Analyst,Specialized specifically in ML observability to trace performance degradation down to feature level.
ST-AI-005-03-01,VND-1701,WhyLabs,,,,Emerging,2019,LOW,2025-01,Manual,"Created by Amazon AI architects; focuses on ""privacy-first"" observability for raw data monitoring."
ST-AI-005-03-02,VND-1208,PagerDuty,Leader,Forrester Wave Process,1,Established,2009,HIGH,2025-01,Analyst,"The industry standard for incident response, now heavily integrated with MLOps pipelines for alerting."
ST-AI-005-03-02,VND-0632,Dynatrace,Leader,Gartner MQ Observability,1,Established,2005,HIGH,2025-01,Analyst,Davis AI engine provides automated root-cause alerting for AI/ML applications in production.
ST-AI-005-03-02,VND-0753,Flip AI,Cool Vendor,Gartner,,Emerging,2023,HIGH,2025-01,Analyst,Generative AI-native observability platform that predicts incidents and generates root cause analysis.
ST-AI-005-03-02,VND-0394,Better Stack,,,,Emerging,2021,LOW,2025-01,Manual,"Modern, developer-focused incident management often used by newer AI engineering teams."
ST-AI-005-03-03,VND-0588,DataRobot,Leader,Gartner MQ DSML,1,Established,2012,HIGH,2025-01,Analyst,Strong built-in drift detection capabilities for both target and feature drift in enterprise deployments.
ST-AI-005-03-03,VND-0737,Fiddler AI,Cool Vendor,Gartner,,Established,2018,HIGH,2025-01,Analyst,Specialist leader in Model Performance Management (MPM) with deep drift diagnostics.
ST-AI-005-03-03,VND-1138,NannyML,,,,Emerging,2020,LOW,2025-01,Manual,Open-source grounded specialist focused specifically on estimating post-deployment performance without ground truth.
ST-AI-005-03-03,VND-0707,Evidently AI,,,,Emerging,2020,LOW,2025-01,Manual,Popular open-core specialist for evaluating data drift and model quality in production.
ST-AI-005-02-01,VND-0592,Databricks,Leader,Gartner MQ DSML,1,Established,2013,HIGH,2025-01,Analyst,Unified Lakehouse platform enables seamless automated retraining workflows on fresh data.
ST-AI-005-02-01,VND-0244,AWS,Leader,Gartner MQ DSML,1,Established,2006,HIGH,2025-01,Analyst,SageMaker Pipelines offers one of the most mature managed services for CI/CD model retraining.
ST-AI-005-02-01,VND-1199,Outerbounds,,,,Emerging,2021,LOW,2025-01,Manual,Founded by creators of Metaflow; specializes in human-centric ML infrastructure for retraining.
ST-AI-005-02-01,VND-1612,Union.ai,,,,Emerging,2020,LOW,2025-01,Manual,"Commercial entity behind Flyte, focusing on orchestration for complex retraining workflows."
ST-AI-005-01-01,VND-1553,Tecton,Cool Vendor,Gartner,,Established,2019,HIGH,2025-01,Analyst,Enterprise leader in feature platforms; founded by the team that built Uber Michelangelo.
ST-AI-005-01-01,VND-0001,Accenture,Leader,Everest Group AI Services,1,Established,1989,HIGH,2025-01,Analyst,Top systems integrator for implementing and managing enterprise feature stores like Tecton/Feast.
ST-AI-005-01-01,VND-0735,Fennel,,,,Emerging,2022,LOW,2025-01,Manual,Real-time feature engineering platform focused on reducing infrastructure complexity.
ST-AI-005-01-01,VND-0481,Chalk,,,,Emerging,2022,LOW,2025-01,Manual,Best-in-class developer experience for combining streaming and batch data for features.
ST-AI-005-01-02,VND-0346,Astronomer,Strong Performer,Forrester Wave Process,2,Established,2018,MEDIUM,2025-01,Analyst,"Managed Airflow service, the de facto standard for orchestrating general ML pipelines."
ST-AI-005-01-02,VND-1086,Microsoft,Leader,Gartner MQ DSML,1,Established,1975,HIGH,2025-01,Analyst,Azure Machine Learning pipelines provide deep integration with enterprise security and DevOps.
ST-AI-005-01-02,VND-1043,Mage,,,,Emerging,2021,LOW,2025-01,Manual,Modern replacement for Airflow specifically designed for data and ML pipeline interactivity.
ST-AI-005-01-02,VND-1253,Prefect,,,,Emerging,2018,LOW,2025-01,Manual,"Newer orchestration standard (founded 2018, growing fast post-2020) focusing on dynamic pipelines."
ST-AI-005-01-03,VND-1693,Weights & Biases,Niche Player,IDC MarketScape,,Established,2017,MEDIUM,2025-01,Analyst,"The ""system of record"" for ML; highly rated for model registry and experiment tracking."
ST-AI-005-01-03,VND-0621,Domino Data Lab,Leader,Gartner MQ DSML,1,Established,2013,HIGH,2025-01,Analyst,Enterprise platform known for rigorous governance and model registry capabilities in regulated industries.
ST-AI-005-01-03,VND-0524,Comet,Challenger,IDC MarketScape,3,Established,2017,HIGH,2025-01,Analyst,Strong model registry capabilities often preferred by deep learning teams.
ST-AI-005-01-03,VND-0922,Iterative,,,,Emerging,2018,LOW,2025-01,Manual,"Commercial backer of DVC (Data Version Control), focusing on Git-native model registry."
ST-AI-005-01-04,VND-1377,SAS,Leader,Forrester Wave AI/ML,1,Established,1976,HIGH,2025-01,Analyst,Traditional leader offering highly governed experiment tracking for banking and healthcare.
ST-AI-005-01-04,VND-1147,Neptune.ai,,,,Emerging,2017,LOW,2025-01,Manual,"Lightweight experiment tracker that integrates with any MLOps stack; ""emerging"" behavior/growth."
ST-AI-005-02-02,VND-1419,Seldon,Niche Player,IDC MarketScape,,Established,2014,MEDIUM,2025-01,Analyst,"Specialized in complex model serving (graphs, ensembles) on Kubernetes."
ST-AI-005-02-02,VND-0393,BentoML,,,,Emerging,2019,LOW,2025-01,Manual,"Standard for unifying model serving across frameworks; simplifies ""model to container"" workflow."
ST-AI-005-02-02,VND-1168,OctoML,Cool Vendor,Gartner,,Emerging,2019,HIGH,2025-01,Analyst,Specializes in model optimization and compilation for efficient inference deployment.
ST-AI-005-01-05,VND-0563,Credo AI,Cool Vendor,Gartner AI Governance,,Emerging,2020,HIGH,2025-01,Analyst,"Governance-first platform focused specifically on explainability, compliance, and risk reporting."
ST-AI-005-01-05,VND-0059,Deloitte,Leader,Everest Group AI Services,1,Established,,HIGH,2025-01,Analyst,"Leading ""Trustworthy AI"" framework services for audit and explainability consulting."
ST-AI-005-01-05,VND-0336,Arthur,Cool Vendor,Gartner,,Emerging,2019,HIGH,2025-01,Analyst,Model monitoring platform with a heavy emphasis on explainability and bias detection.
ST-AI-005-02-03,VND-1180,OpenAI (Enterprise),Leader,Forrester GenAI,1,Established,2015,HIGH,2025-01,Analyst,The de facto standard for LLM integration via Azure or direct API with enterprise compliance features.
ST-AI-005-02-03,VND-0517,Cohere,Strong Performer,Forrester GenAI,2,Emerging,2019,MEDIUM,2025-01,Analyst,Enterprise-focused LLM provider emphasizing data privacy and custom model deployment.
ST-AI-005-02-03,VND-0997,LangChain,,,,Emerging,2022,LOW,2025-01,Manual,The primary framework/service for chaining LLM components; launched managed platform LangSmith in 2023\.
ST-AI-005-02-03,VND-1196,Orq.ai,,,,Emerging,2022,LOW,2025-01,Manual,Collaboration platform for Generative AI lifecycle management and integration.
ST-AI-005-02-04,VND-1237,Pinecone,,,,Emerging,2019,LOW,2025-01,Manual,Managed vector database critical for RAG; de facto leader for enterprise retrieval infrastructure.
ST-AI-005-02-04,VND-1687,Weaviate,,,,Emerging,2019,LOW,2025-01,Manual,"Open-source vector search engine with managed cloud services, popular for modular RAG."
ST-AI-005-02-04,VND-1618,Unstructured.io,,,,Emerging,2022,LOW,2025-01,Manual,Specialized in ETL for LLMs; critical service for preparing enterprise data for RAG.
ST-AI-005-02-04,VND-0542,Contextual AI,,,,Emerging,2023,LOW,2025-01,Manual,"Focuses on RAG 2.0, aiming to solve hallucination and attribution in enterprise GenAI."
ST-AI-005-04-01,VND-1405,Scale AI,Leader,IDC MarketScape Labeling,1,Established,2016,HIGH,2025-01,Analyst,Dominant player in RLHF and data labeling; recently valued at $14B.
ST-AI-005-04-01,VND-0988,Labelbox,Leader,IDC MarketScape Labeling,1,Established,2018,HIGH,2025-01,Analyst,Enterprise training data platform used heavily for both computer vision and LLM tuning.
ST-AI-005-04-01,VND-1457,Snorkel AI,Cool Vendor,Gartner,,Established,2019,HIGH,2025-01,Analyst,"Pioneer of ""programmatic labeling"" (weak supervision) to speed up data labeling 100x."
ST-AI-005-04-01,VND-0328,Argilla,,,,Emerging,2021,LOW,2025-01,Manual,Open-source data collaboration platform specifically for LLM instruction tuning and RLHF.
ST-AI-005-04-01,VND-0500,Cleanlab,,,,Emerging,2021,LOW,2025-01,Manual,"Automates the process of fixing label errors in datasets; ""Data-Centric AI"" focus."
ST-AI-006-02-01,VND-0317,Appen,Leader,Everest Group (2024),1,Established,1996,HIGH,2025-01,Analyst,Global healthcare practice; ISO 27001 & HIPAA-compliant; Multi-modality medical imaging (CT/MRI/X-ray).
ST-AI-006-02-01,VND-1750,iMerit,Leader,Everest Group (2024),1,Established,2012,HIGH,2025-01,Analyst,"Ango Hub platform; Medically trained annotators; HIPAA, SOC 2, ISO 27001 certified; Radiologist QA."
ST-AI-006-02-01,VND-1405,Scale AI,,,2,Established,2016,LOW,2025-01,Manual,Enterprise ML platform with HIPAA compliance; Medical imaging & document processing expertise.
ST-AI-006-02-01,VND-0513,Cogito Tech,Major Contender,Everest Group (2024),2,Established,2011,HIGH,2025-01,Analyst,"HIPAA, GDPR, FDA-compliant workflows; 500+ specialists; DICOM support; PCI DSS Level 1\."
ST-AI-006-02-01,VND-0988,Labelbox,,,3,Established,2018,LOW,2025-01,Manual,"Medical data platform; HIPAA workflows; Specialized in pathology, video, and medical documents."
ST-AI-006-02-01,VND-1430,Shaip,,,,Emerging,2021,LOW,2025-01,Manual,Specialist: HIPAA/Safe Harbor compliant; Proprietary de-identification APIs; Clinical document expertise.
ST-AI-006-02-01,VND-0804,GetAnnotator,,,,Emerging,2020,LOW,2025-01,Manual,Specialist: HIPAA-certified platform; SOC 2 Type II; BAA execution with individual annotators.
ST-AI-006-01-01,VND-1405,Scale AI,,,1,Established,2016,LOW,2025-01,Manual,Market leader in AV; AutoAI platform; LiDAR/Radar/3D annotation; Enterprise security; ISO 26262 aware.
ST-AI-006-01-01,VND-0317,Appen,Leader,Everest Group (2024),1,Established,1996,HIGH,2025-01,Analyst,Global automotive practice; AV perception training data; Long-term OEM partnerships.
ST-AI-006-01-01,VND-0680,Encord,,,1,Emerging,2020,LOW,2025-01,Manual,Specialist: Rated top AV platform 2025; Native multimodal (2D/3D/LiDAR); SOC 2/GDPR; ISO 26262 aware.
ST-AI-006-01-01,VND-0504,CloudFactory,Major Contender,Everest Group (2024),2,Established,2015,HIGH,2025-01,Analyst,Managed workforce for AV annotation; Driver monitoring & road scene data; Strong data governance.
ST-AI-006-01-01,VND-1508,SuperbAI,,,3,Established,2018,LOW,2025-01,Manual,End-to-end dataset management; Active learning for AV; Automated object identification.
