Service_Type_ID,Category_Code,Parent_Category_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Managed_Service_Load,Tier_Structure,Default_AHT_Minutes,SLA_Timeliness_Type,SLA_Timeliness_Default,SLA_Quality_Type,SLA_Quality_Default,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence,AHT_Data_Tier,AHT_Source,Complexity_Tier,Resource_Unit_Name,Typical_Volume_Low,Typical_Volume_High,Confidence_Score
ST-HR-003-03-01,CAT-HR-003-03,CAT-HR-003,Engineering Staffing,Engineering and technical specialists placement,,PPU,Transaction,Contractor,Standard,,10,Processing,24hr processing,Accuracy,95% accuracy,,,"ADP,Benefitfocus,Businessolver,Mercer,Willis Towers Watson",HIGH,UNKNOWN,,Standard,,,,
ST-HR-003-04-03,CAT-HR-003-04,CAT-HR-003,Administrative Staffing,Administrative and clerical temporary staff placement,,PPU,Transaction,Contractor,Standard,,10,Processing,24hr processing,Compliance,95% accuracy,,,"ADP,Benefitfocus,Businessolver,Mercer,Willis Towers Watson",HIGH,UNKNOWN,,Standard,,,,
ST-HR-009-01-07,CAT-HR-009-01,CAT-HR-009,HRIS Implementation,Core HRIS platform implementation and configuration,Live_Digital,T&M,Hour,HRIS_Admin,Standard,L1-L2,10.0,Delivery,24hr processing,Accuracy,95% accuracy,,,"ADP,Benefitfocus,Businessolver,Mercer,Willis Towers Watson",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-HR-009-01-08,CAT-HR-009-01,CAT-HR-009,HRIS Support,Ongoing support for HR technology platforms,Live_Digital,Fixed_Monthly,Month,HRIS_Admin,Standard,L1-L2,10.0,Resolution,24hr processing,Accuracy,99% accuracy,,,"ADP,Benefitfocus,Businessolver,Mercer,Willis Towers Watson",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-HR-009-03-03,CAT-HR-009-03,CAT-HR-009,Performance Management Administration,"Goal setting, reviews, feedback system administration",Live_Digital,PPU,Month,HRIS_Admin,Standard,L1-L2,10.0,Processing,24hr processing,Accuracy,95% accuracy,,,"ADP,Benefitfocus,Businessolver,Mercer,Willis Towers Watson",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-HR-009-04-01,CAT-HR-009-04,CAT-HR-009,ATS Administration,Recruitment workflow management system administration,Live_Digital,Fixed_Monthly,Month,HRIS_Admin,Standard,L1-L2,10.0,Processing,24hr processing,CSAT,95% accuracy,,,"ADP,Benefitfocus,Businessolver,Mercer,Willis Towers Watson",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-HR-009-05-01,CAT-HR-009-05,CAT-HR-009,LMS Platform Services,Learning Management System platform hosting and support,Live_Digital,Fixed_Monthly,Month,HRIS_Admin,Standard,L1-L2,10.0,Delivery,24hr processing,Accuracy,99% accuracy,,,"ADP,Benefitfocus,Businessolver,Mercer,Willis Towers Watson",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-002-02-01,CAT-IT-002-02,CAT-IT-002,Server Administration,"Installation, configuration, patching, and management of physical/virtual servers",Async,PPU,Month,Infrastructure_Engineer,Standard,L1-L3,10,Processing,"99.9% uptime, 72hr critical patches",Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-002-03-01,CAT-IT-002-03,CAT-IT-002,Storage Management,"Provisioning, monitoring, and optimization of SAN, NAS, object storage",Async,PPU,Month,Infrastructure_Engineer,Standard,L1-L3,10,Processing,24hr processing,Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-002-02-02,CAT-IT-002-02,CAT-IT-002,Virtualization Management,"Administration of hypervisor platforms, VM lifecycle, resource allocation",Async,PPU,Month,Infrastructure_Engineer,Standard,L1-L3,10,Processing,"99.9% availability, 24hr provisioning",Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-002-03-02,CAT-IT-002-03,CAT-IT-002,Backup and Recovery Services,"Configuration and management of backup policies, restoration testing",Async,PPU,Month,Infrastructure_Engineer,Standard,L1-L3,10,Processing,24hr processing,Compliance,99% compliance,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-002-03-03,CAT-IT-002-03,CAT-IT-002,Disaster Recovery as a Service,"Planning, implementation, and testing of DR environments",Async,Fixed_Monthly,Month,Infrastructure_Engineer,Standard,L1-L3,10,Processing,"RTO <4hr, quarterly DR tests",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-002-02-03,CAT-IT-002-02,CAT-IT-002,Patch Management,"Assessment, testing, and deployment of security patches",Async,PPU,Month,Infrastructure_Engineer,Standard,L1-L3,10,Processing,"95% compliance, 72hr critical patches",Compliance,95% compliance,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-002-02-04,CAT-IT-002-02,CAT-IT-002,Infrastructure Monitoring,"24/7 monitoring of health, performance, capacity with alerting",Async,PPU,Month,Infrastructure_Engineer,Standard,L1-L3,10,Processing,"<5min P1 acknowledgment, 100% coverage",Accuracy,100% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-002-02-05,CAT-IT-002-02,CAT-IT-002,Configuration Management,"Maintaining baselines, drift detection, CMDB maintenance",Async,PPU,Month,Infrastructure_Engineer,Standard,L1-L3,10,Processing,"98% accuracy, 24hr drift detection",Accuracy,98% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-002-02-06,CAT-IT-002-02,CAT-IT-002,Capacity Planning,"Resource utilization analysis, growth forecasting, recommendations",Async,Fixed_Monthly,Month,Infrastructure_Engineer,Standard,L1-L3,10,Processing,24hr processing,Accuracy,90% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-002-01-01,CAT-IT-002-01,CAT-IT-002,Data Center Operations,"Physical facility management, environmental monitoring, hardware",Async,PPU,Transaction,Infrastructure_Engineer,Standard,L1-L3,10,Processing,"99.99% environmental uptime, <48hr hardware",Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-01-01,CAT-IT-001-01,CAT-IT-001,Custom Application Development,End-to-end bespoke software development from requirements to deployment,,T&M,Hour,Application_Developer,Standard,L1-L4,10,Delivery,"Sprint delivery, <0.5 defects/FP",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-01-02,CAT-IT-001-01,CAT-IT-001,Mobile Application Development,"Native, hybrid, or cross-platform mobile apps for iOS/Android",,T&M,Hour,Application_Developer,Standard,L1-L4,10,Processing,"App store approval, <1% crash rate",Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-01-03,CAT-IT-001-01,CAT-IT-001,API Development & Integration,Design and development of RESTful/GraphQL APIs and integrations,,PPU,Project,Application_Developer,Standard,L1-L4,10,Processing,"99.9% availability, <500ms P95",Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-01-04,CAT-IT-001-01,CAT-IT-001,UI/UX Design Services,"User research, wireframing, prototyping, visual design",,T&M,Hour,Application_Developer,Standard,L1-L4,10,Processing,24hr processing,Compliance,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-04-01,CAT-IT-001-04,CAT-IT-001,Quality Assurance & Testing,"Functional, regression, performance, security testing with automation",,PPU,Transaction,Application_Developer,Standard,L1-L4,10,Processing,"80% coverage, <5% escape rate",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-05-01,CAT-IT-001-05,CAT-IT-001,DevOps Implementation,"CI/CD pipeline design, infrastructure as code, containerization",,T&M,Hour,Application_Developer,Standard,L1-L4,10,Processing,"<15% change failure rate, <1hr MTTR",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-03-01,CAT-IT-001-03,CAT-IT-001,Legacy Application Modernization,"Assessment, re-platforming, refactoring of legacy systems",,T&M,Hour,Application_Developer,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-01-05,CAT-IT-001-01,CAT-IT-001,Proof of Concept Development,Rapid prototype development for technical feasibility validation,,T&M,Hour,Application_Developer,Standard,L1-L4,10,Delivery,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-02-01,CAT-IT-001-02,CAT-IT-001,Application Support L1/L2/L3,Tiered production application support with incident resolution,,PPU,Transaction,Application_Developer,Standard,L1-L4,10,Response,"P1: 15min response, 4hr resolution",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-02-02,CAT-IT-001-02,CAT-IT-001,Corrective Maintenance,Identification and remediation of software defects and bugs,,PPU,Transaction,Application_Developer,Standard,L1-L4,10,Processing,"Critical fix <24hr, <5% recurrence",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-02-03,CAT-IT-001-02,CAT-IT-001,Adaptive Maintenance,"Modifications for environmental changes (OS, regulatory, interfaces)",,PPU,Transaction,Application_Developer,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-02-04,CAT-IT-001-02,CAT-IT-001,Perfective Maintenance,"Enhancement of functionality, performance, and user experience",,PPU,Case,Application_Developer,Standard,L1-L4,10,Delivery,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-02-05,CAT-IT-001-02,CAT-IT-001,Preventive Maintenance,"Proactive code refactoring, technical debt reduction, vulnerability fixes",,Fixed_Monthly,Month,Application_Developer,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-05-02,CAT-IT-001-05,CAT-IT-001,Release Management,"Planning, scheduling, coordination of application releases",,PPU,Transaction,Application_Developer,Standard,L1-L4,10,Processing,"98% success rate, <30min rollback",Accuracy,98% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-02-06,CAT-IT-001-02,CAT-IT-001,Application Performance Monitoring,"Continuous monitoring of app health, response times, error rates",,PPU,Month,Application_Developer,Standard,L1-L4,10,Processing,"99.9% availability, <5min alerts",Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-001-02-07,CAT-IT-001-02,CAT-IT-001,Knowledge Transfer & Documentation,"Creation of technical documentation, runbooks, knowledge base",,T&M,Hour,Application_Developer,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-003-01-01,CAT-IT-003-01,CAT-IT-003,Incident Management,"Logging, categorization, prioritization, resolution of IT incidents",Voice,PPU,Transaction,Service_Desk_Agent,Standard,L1-L3,8.0,Processing,"P1: 15min/4hr, FCR >70%, CSAT >85%",FCR,80% fcr,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-003-01-02,CAT-IT-003-01,CAT-IT-003,Service Request Fulfillment,Processing standard requests through service catalog,Voice,PPU,Transaction,Service_Desk_Agent,Standard,L1-L3,8.0,Processing,"<3 days standard, 98% accuracy",Accuracy,98% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-003-01-03,CAT-IT-003-01,CAT-IT-003,Password Reset Services,Self-service and assisted password/credential management,Voice,PPU,Transaction,Service_Desk_Agent,Standard,L1-L3,8.0,Response,"<5min response, >40% self-service",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-003-02-01,CAT-IT-003-02,CAT-IT-003,Hardware Support,"End-user device troubleshooting, dispatch coordination, asset swap",Voice,PPU,Transaction,Service_Desk_Agent,Standard,L1-L3,8.0,Response,"<30min response, warranty compliance",Compliance,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-003-02-02,CAT-IT-003-02,CAT-IT-003,Software Support,"Installation, configuration, troubleshooting of desktop applications",Voice,PPU,Transaction,Service_Desk_Agent,Standard,L1-L3,8.0,Resolution,24hr processing,CSAT,85% csat,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-003-01-04,CAT-IT-003-01,CAT-IT-003,Remote Desktop Support,Screen-sharing assisted technical support and diagnostics,Voice,PPU,Transaction,Service_Desk_Agent,Standard,L1-L3,8.0,Resolution,"<5min initiation, >60% in-session resolution",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-003-01-05,CAT-IT-003-01,CAT-IT-003,VIP/Executive Support,White-glove prioritized support with dedicated resources,Voice,PPU,Month,Service_Desk_Agent,Standard,L1-L3,8.0,Response,"<5min response, >95% CSAT",CSAT,95% csat,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-003-01-06,CAT-IT-003-01,CAT-IT-003,Self-Service Portal Management,"Maintenance of IT portals, knowledge base, automated service catalog",Voice,Fixed_Monthly,Month,Service_Desk_Agent,Standard,L1-L3,8.0,Processing,24hr processing,Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-003-01-07,CAT-IT-003-01,CAT-IT-003,Onboarding/Offboarding,"Provisioning/deprovisioning of accounts, equipment, access",Voice,PPU,Transaction,Service_Desk_Agent,Standard,L1-L3,8.0,Processing,"Day-1 ready, <4hr termination",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-003-01-08,CAT-IT-003-01,CAT-IT-003,Chat/Chatbot Support,Live chat and AI-assisted immediate support,Voice,PPU,Transaction,Service_Desk_Agent,Standard,L1-L3,8.0,Response,"<30sec response, >30% containment",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-003-03-01,CAT-IT-003-03,CAT-IT-003,Desktop Imaging,"Device imaging, deployment, and lifecycle management",Voice,PPU,Month,Service_Desk_Agent,Standard,L1-L3,8.0,Processing,24hr processing,Compliance,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-003-02-03,CAT-IT-003-02,CAT-IT-003,Desktop Repair,Hardware troubleshooting and repair services,Voice,PPU,Transaction,Service_Desk_Agent,Standard,L1-L3,8.0,Turnaround,"<24hr turnaround, quality standards",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-003-04-01,CAT-IT-003-04,CAT-IT-003,IT Asset Management,"Asset tracking, software metering, compliance",Voice,PPU,Month,Service_Desk_Agent,Standard,L1-L3,8.0,Processing,24hr processing,Compliance,99% compliance,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-IT-005-01-01,CAT-IT-005-01,CAT-IT-005,Security Operations Center,"24/7 security monitoring, threat detection, incident triage",Async,PPU,Month,Data_Engineer,Standard,L1-L3,10,Response,"<15min triage, <30min P1 response",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-005-01-02,CAT-IT-005-01,CAT-IT-005,Security Incident Response,"Investigation, containment, eradication, recovery from incidents",Async,Fixed_Monthly,Month,Data_Engineer,Standard,L1-L3,10,Response,"<1hr critical response, 72hr RCA",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-005-01-03,CAT-IT-005-01,CAT-IT-005,Vulnerability Management,"Regular scanning, assessment, prioritization, remediation tracking",Async,PPU,Month,Data_Engineer,Standard,L1-L3,10,Processing,"Critical remediation <72hr, monthly reports",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-005-01-04,CAT-IT-005-01,CAT-IT-005,Penetration Testing,Authorized simulated attacks to identify exploitable vulnerabilities,Async,PPU,Project,Data_Engineer,Standard,L1-L3,10,Processing,"Report <5 days, retest within 30 days",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-005-01-05,CAT-IT-005-01,CAT-IT-005,Managed Detection & Response,"Advanced threat hunting, detection, investigation, response",Async,PPU,Month,Data_Engineer,Standard,L1-L3,10,Processing,"MTTD <5min, MTTR <30min",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-005-02-01,CAT-IT-005-02,CAT-IT-005,Identity & Access Management,"Administration of identities, access controls, privileged access",Async,PPU,Month,Data_Engineer,Standard,L1-L3,10,Processing,"<4hr provisioning, quarterly reviews",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-005-01-06,CAT-IT-005-01,CAT-IT-005,Security Awareness Training,"Delivery of security training, phishing simulations, compliance",Async,PPU,Month,Data_Engineer,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-005-01-07,CAT-IT-005-01,CAT-IT-005,SIEM Management,"Configuration, tuning, rule development for SIEM platforms",Async,PPU,Month,Data_Engineer,Standard,L1-L3,10,Processing,24hr processing,Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-005-01-08,CAT-IT-005-01,CAT-IT-005,EDR Management,"Deployment, monitoring, management of endpoint detection/response",Async,PPU,Month,Data_Engineer,Standard,L1-L3,10,Response,"100% coverage, <15min alert response",Accuracy,100% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-005-03-01,CAT-IT-005-03,CAT-IT-005,Compliance & Audit Support,"Support for SOC 2, ISO 27001, PCI-DSS, HIPAA compliance",Async,PPU,Case,Data_Engineer,Standard,L1-L3,10,Delivery,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-004-01-01,CAT-IT-004-01,CAT-IT-004,Cloud Infrastructure Management,"Ongoing management of AWS/Azure/GCP compute, storage, networking",Async,Gainshare,Month,Security_Analyst,Standard,L1-L3,10,Processing,"Per provider SLA, <15min incidents",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-004-04-01,CAT-IT-004-04,CAT-IT-004,Cloud Migration Services,"Assessment, planning, execution of cloud migrations",Async,T&M,Hour,Security_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-004-01-02,CAT-IT-004-01,CAT-IT-004,Cloud Cost Optimization,Analysis and optimization of cloud spending (FinOps),Async,Gainshare,Month,Security_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-004-05-01,CAT-IT-004-05,CAT-IT-004,Cloud Security Posture Management,Continuous assessment of cloud security configurations,,PPU,Month,Penetration_Tester,Standard,,10,Processing,"Continuous scanning, <24hr critical fixes",Accuracy,95% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-004-02-01,CAT-IT-004-02,CAT-IT-004,Kubernetes/Container Management,"Deployment, scaling, monitoring of containerized applications",Async,PPU,Month,Security_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,99% accuracy,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
ST-IT-004-02-02,CAT-IT-004-02,CAT-IT-004,Serverless Operations,Management of serverless functions and architectures,Async,PPU,Month,Security_Analyst,Standard,L1-L3,10,Processing,"99.9% availability, <1% error rate",Error_Rate,99% error rate,,,"TCS,Wipro,Infosys,IBM,Accenture",HIGH,UNKNOWN,,Standard,,,,
